source_tx_hash,source_address,bridge_kit_fee_circle_collected,bridge_kit_fee_dev_collected,destination_chain,source_amount_numeric
0x688bf1582f4a2ef912c71d4b2e392c3f5bc8ee87100230b3b1857c037b75643d,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,2500.255763
0x40757050185857a30c026eb4bb54877928f21f262442c61d80ecd08b74edb242,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,205.100000
0x51226e6259b136b283b09ee6706b422e87d70520eb384b70949df4d68c9d7f3b,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,155.100000
0xa1e80b9b8ca2ebad3a782a069cfccb800245da08e00ea5d767e520adafefe110,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,20.000000
0x2c82a0df95173f1f9b7f0b25af6f21316953f61db9528111a1ec904b0b95be26,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,35.000000
0x9e5d7df6d590474bcdc06cfc52ee3b0bd5e665ab0880f7b6d4788058a565b167,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,417.528286
0x49debc712e169ce8835bb6c623840a247188b6b86e1b3f722471246583296935,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,137.460000
0x4f30ad4d1db6775c10bec3c9594b05ebff36c126e91489cb11aea77ec48382ba,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,86.000000
0xb24f18392868961a3e457fedc146b872862ebfeb9941e38fd9bea2d7b1126ddd,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00044399999999999995026200849679298699,0.00400100000000000021599388944082420494,BASE,88.895555
0xa1a073bb7e8af3dcc0a6c21b2af1770f59901866b9f49cb6bcd20cd3e8e545a9,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00033500000000000022815083156046966906,0.00301499999999999988495313907321815350,BASE,66.996650
0xace742007a51eb9c45d088b1dc3377e2c012cb447f5dfd2be9ca0521018a7ee1,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00037700000000000016484036358122011734,0.00339699999999999984606757763572204567,BASE,75.486226
0x1c2442021e2b9d18044f6be5c9d2721d213b90acd034e52db4c1fb693f1ebd55,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,BASE,11.697915
0xefa538b0be411e712ee47252a0027bc2d85ef161d94433940036d0ae863bdf76,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00000300000000000000515820025581703590,0.00003499999999999999693387625621099346,BASE,0.769962
0x4167358d35624169be61e6e89537c767f71ba6facdad16611d32fc5ca981c80c,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,ETH,0.100000
