blockchain,wallet_address,is_circle_wallet,tx_hash,# of Transactions,Circle Collected Fee$,Transaction Volume$
arc_testnet,0xe0089627cd053d01840ac2f564b5057cd31a4263,False,0x257f7dba48c199c990bad125f6f59589a7019d0598e08f3403a48711466647b6,1,0.000103,5.188962
arc_testnet,0x5356f89e491cd08b873cd199dddabe2365f61aa0,False,0x9b2fcba9ad1bf82ffddbe6e16ae471e81266dcc1eb55cfdbea7df8a91e38e7a8,1,0.000125,6.258748
arc_testnet,0xe91d9a7e7ece3e2239c13548db67c820679d1736,False,0x6e406cc6446f951950beff1b1ce10f59de1311ea3ad7e91b13ab12a0d8082d22,1,0.000156,7.79844
arc_testnet,0xd73a2bb0172017541d2f1b5ff0551aa67ac4e4e6,False,0x2fcfa282587f100ea06dc04ad5a53925dfa1a5714d2b6613c1dfe5ad92af1061,1,3.2e-05,1.59538
arc_testnet,0x2f978842ad6d5529dc462423dcaa7fadca2931ed,False,0x80ece500a920c5e9e22b64b7aa91fb9ec69f166c18a546b108daccec284fd827,1,0.000148,7.39852
arc_testnet,0xc5f5ad3558458663286659e3371803a7a94fa077,False,0x3d50bdd9e2a4ecf322bca6cffeec6ac32c1fac3efbe56af2937f025762d14bee,1,0.0,0.888168
arc_testnet,0x07548922d4c45446dcc7d60302e74581dba8c7bb,False,0x4eb7c25948bfb756d0fdac09961bdf4093d7f377ef32ed82225bcb90d8b5c7f3,1,0.0,0.811364
arc_testnet,0x6651c48b9d3c1faadfc9fbda5b097542ca9afde0,False,0xff03dd180bfc5ad21d318e4707c2059d9e75e86431edb24f712a1ba65d7a22de,1,0.0,1.810579
arc_testnet,0x9cb2d9b1c45828309221d3335f2c8931e70ff657,False,0xc6a8fa843c4c36727b4d8eed25df6fc9fb53fc8695df8bab40444c43022e9ffc,1,1.3e-05,0.64987
arc_testnet,0x89fffd6445ce173fed6aa1950bb1126cc886224f,False,0xf26a13ab85556437a15c93f222cbb7c5d4d6b897f3847869b4a6a4f91cbb3521,1,0.0,5.775094
arc_testnet,0x259ee75fe8c683bd9e5861d7a801f2b972aa7cc7,False,0x078ff4f56185080a0d2ca5a9c57c2b504a330e2d96adfb54eccfc3b51540a2eb,1,1e-06,0.074385
arc_testnet,0x335950a7e6eac44b74340316cb647a6d6865f5c8,False,0x1a8dbf87b6c5a112d9255db0d2fec53ebec7df7389eb1d57b5157fdff0f0399a,1,1e-06,0.085182
arc_testnet,0x4c0c73bcc6a6919126bd27a61980e5321f3f1c64,False,0xa47bc5d3956be967fa3f72f78961dfe47c9d9e894d4c748fac0b24077aab7421,1,0.0,0.222388
arc_testnet,0xc191f78ccae36aab5de892ae61faca3a96b8c8b4,False,0x42984657335fdece1555de8b2d01412120f105dfbbc54602fe98c1e7ecdc6805,1,0.0001,5.038992
arc_testnet,0xc7ebd67424cf13f162d54075bb0366561458814a,False,0x84b20ab84d69fbf89c0cc6392675994435cc54517cf0d3e71c1896fbf384ebd7,1,0.000116,5.838832
arc_testnet,0x717eb88893543fef6c9b97934800c26175a9ebaa,False,0xe5ff1ddc29fec7771c698705ba8a3137af2d56b44638d8cf154d9d957d1df4f8,1,0.0,7.681573
arc_testnet,0x0368bccbb37c7e584c591c1d0bf1a13bd6429349,False,0x51553793af79282f5241880155ecd0822cc7036823aa92fa6c8dbc670c5d4eb3,1,0.000151,7.568486
arc_testnet,0x41df5ec941260d497c6c239edba44df23552337d,False,0xf7de39508f3bd1dd24b93b921bc313c813fff7ba7ffd93b28cef2862524797b5,1,0.0,15.676941
arc_testnet,0xa57bd5b872ae52a9203ac0990ee537f018202e8d,False,0xa288c5be2c9eb1805eb7dc838e22d35fc786a02acdba7d52fc42472099f50d55,1,0.0,11.506681
arc_testnet,0x7efebbb67503bdbddf2c05bcc6cf17259f78faca,False,0x1e52429f9d0066c7f404374c0c3aeafac3e383443e4a13d200bb829e88caca83,1,0.0,53.241332
arc_testnet,0xe531e4b8f0320269fb8dd7bf9da9349253ef2696,False,0x33b80515fefbf9c3b05731838346df11fd1ce2b7f0ea53fce756cf55a2fd0400,1,0.0,2.648885
arc_testnet,0xcb837ca67894c539cb82fa5c1c2908f7ef557519,False,0x1bea0026ddb2ceeaea4ef05e3a108a6daef3f485beb754b02b3c849f6d2aec31,1,0.0,28.013061
arc_testnet,0xf187332382a312421d3804bcb2a66c0910c2dca8,False,0x30b9a4c66faa978ecccc23fe9e3ba96a5daaae2de5073a3148efbf3a7ee11a34,1,4e-05,2.019596
arc_testnet,0xb0e73722a256358315db6f965a586da00e2619f5,False,0x06dd8394478e26677a488d85f27a4c0007b6df3ea5de5ba56567228c8bc7a37b,1,0.0,16.078681
arc_testnet,0x550961e57e7c849647f8f845be47d81a336e0fe9,False,0x636888c791dd233fa7c71316a6dba004fb8737c7ad630a3c57eb804e245f02f2,1,0.0,2.808633
arc_testnet,0xf5d168e0b8518f8407629af063c9f3c0c869a9c9,False,0x649385410cea82568a64f98661536cc2278a9245ea5f6ccbbdbd9af3382caf9d,1,0.000279,13.967206
arc_testnet,0xb5cda357e166c0effdc3f53dae34fcb328b60c8b,False,0xf13ed07cf8001427df6ef6c42a1b5ce22b25aaeacfaad6d96860484ac65a67c3,1,0.0,20.244248
arc_testnet,0xe42e6a22980ee06d99dc5709a41703c5d1e29204,False,0x3e5b10079bc99bab00159d5a439a46985ba6fe924521b515d5950d45d5b51329,1,0.053029,102.939408
arc_testnet,0x3e516eb64830768c99bfe18d74ac0645904ad3ab,False,0x9f9fff5d9d02b2eebe22dc00373b693f9c1e072a2002e32065b8817bae4f61cd,1,1.7e-05,0.853529
arc_testnet,0x78c4135189a16a79de20e6730a182d000a51b75d,False,0xc47b14d8c8e5b952a496f501884615812f1b3185d04d90f2997f77cf79ca4a9d,1,0.461916,4190.76168
arc_testnet,0xa8c352183482235ff85f637b831aefe4cca16ddf,False,0x936f02bceb997c5805bb42b8f953336e3d38ec1cfa64773d73f33a1ef7429c34,1,1.9e-05,0.989802
arc_testnet,0xd436124bbce6272d53c5899788c28268aadd2784,False,0x8963d9a5e0cd5e5cae0475616fcbe27f06f6d68294bbf1dc4b30889b076faa6d,1,0.0,0.776765
arc_testnet,0x87fa0ef4627dc742773ef73e5ca8288828995dfc,False,0x4ab693635c4b6a12003f28c92bed8a0637c1b14a92def3991ec31ebf77ae02a0,1,6.3e-05,3.14937
arc_testnet,0x97dbdde069b9f69dcceae786dd708664129a0db8,False,0xd7f433905134f56e23725451ec8399dd26b3133dbca089f52bea659f24269a28,1,0.000162,8.108378
arc_testnet,0xf5e51aea73c5cfa76f7345f2aaa4186b3fb36c4c,False,0x1b3e13fba89692f15125e54e54ed6ccc43b50a9b0dd93742543251ccb2c670d0,1,0.0,42.906855
arc_testnet,0x0a0ea19a70f2d75ab17d61a32b7e2d4f0db035ce,False,0x18515f86537434d4140e64618eb29447f1002fb0a822ae10e1e503e1befcfda6,1,0.0,24.309694
arc_testnet,0xd91c176415f3acfe111188e3582809cd2d909bc9,False,0x8729ff188a35770c6ae356fc6eb92c0528a6120f8a1811eeaea0529468242dda,1,0.003059,5.938812
arc_testnet,0xfa332bfbf423f781f92a3ae0d7755324c8077cd5,False,0xa01b3c35c206ae072c240c1b6491029e931c495a8f53a13da6232de6e23f528b,1,0.0,2.508977
arc_testnet,0xde5199d16520c1abcbfa5e152b27270a246a7042,False,0xcf1562fd89b25a65f9bc18d95edba4efe31dbc115d93814b8d3e02cce011dcff,1,0.000177,8.868226
arc_testnet,0x504f5e7bae0094ffdebb0144c92fdc0aea4c94e2,False,0x273d9d87ba9712f835a140c78ac683c22818c151764fa93da71c4d92c11ccf5a,1,0.0,15.774567
arc_testnet,0xe603b215f73c3e8965c095c86c5cec757105e348,False,0x692b746eaa4ef954e5b386a7476506e4fda10f6efacfc2d2894e332a08bca092,1,7e-06,0.389922
arc_testnet,0xea0f27b49b140292a4252e6b2df5f9d8a6d15ed4,False,0x23944e55435d7ea8d7804f541945817a44c44e7a0d026094320b73343512d42b,1,0.0,14.834257
arc_testnet,0x3468ad03916d8920590fb89af9ab529bceb0760f,False,0xb3e119111ceedbbdcdc3f3251a29d92cd4d86a50171b0d1c8002f46815a29f3d,1,0.0,0.172632
arc_testnet,0x5dec18bfde9edaafe12bb6aa96a8c00acf9071e8,False,0x80dc0d56732fd65e09b691ec6cf292fe9dc485fb1fc1bcce8726337e2730c5e3,1,5.8e-05,2.909418
arc_testnet,0xc7ebd67424cf13f162d54075bb0366561458814a,False,0x758023d7b08bd608440f14423297b25a24ebc5490d0f308e7791fbb815f8c3fc,1,0.0,13.109404
arc_testnet,0x5bf78b63dfd48b390124653f2afe49cacc80197c,False,0x69b20e09acc922edb06bd09e4b311dc2158602a8bcb628ebe35c84c3d2f3874a,1,1.6e-05,0.804739
arc_testnet,0x3468ad03916d8920590fb89af9ab529bceb0760f,False,0xe7f3909bd9da120159e9daf31169ff9397b81a75542e4b64e0d61acae7ab9ed9,1,0.0,0.249148
arc_testnet,0xdbf592bff0b593b41da19dc6b745b6279213751e,False,0xc4fb1de0908319d465787bdb754db654fb6c8c38c20a7b13403c59d38ce9a2f8,1,0.0,3.470802
arc_testnet,0xa0fd0ee8ea84796110dcd5b6dbbd9012c07248ef,False,0x9338cc5169370799ed3d9a1fb4eb56c336a6f4468784981137c5679828f073fe,1,0.005099,9.89802
arc_testnet,0x504f5e7bae0094ffdebb0144c92fdc0aea4c94e2,False,0xee13dec98956becddb322d3fbc0370d2e47f502753ca035cf8c10fa5664fcca4,1,0.000185,9.278144
arc_testnet,0xe0089627cd053d01840ac2f564b5057cd31a4263,False,0xf89e686e9568477d7cc113edaf33199e6f0b954016d261ecad9204fe870ec38a,1,0.000111,5.578884
arc_testnet,0x28a38d227a743963ed5097d279baca763f2f78a0,False,0x9c4e3d0f6d58e1b69990a4cbe23d17c9cbe8a1188b70f1a821eb4ad843079683,1,1.4e-05,0.724155
arc_testnet,0x1494c3803f050c27ecb35c9b9657a80abc580e02,False,0xcd099c33d7591229bb068656a234fda31628a1af9ab44ca541ef6f95cb11539c,1,1.9e-05,0.959808
arc_testnet,0x3e59c7752c3236f504cae82f57ea94f660200eb3,False,0xc3c1ae509ba569b14991ad3b98240da3291c584e314c8d9191ba75b3d9c69dac,1,2.2e-05,1.116476
arc_testnet,0x697ccbabbaecc8049c72da0d03cff99d0c835a54,False,0x01c5e43008286e22ffebb959fd00a72c5335b6c71f32acf537b99c323bde3472,1,0.000153,7.64847
arc_testnet,0x75a5f8b97795f47128f0c7aa684b4613bbd3c9e3,False,0x6950aa5bbd241f773c24c7f50d09bf43355af20e41d1d4f296ac43572318edd1,1,0.0,13.246377
arc_testnet,0x70563cb9d085cfdeb3443c794656c51186f42839,False,0x9b07e542ea2b1cefdfdfe724a7c8a8440b01401ae5e1379bcebdf474531df68e,1,0.0,3.370103
