dev_entity,dev_address,source_blockchain,Amount,Tx Count
Switchboard ,0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,arbitrum,100000.000000,1
Unknown,0x0f67e14ee2b9ee67f3ad25af7d74f7b3d5690dfb,avalanche,96395.650093,1
Unknown,0x92c99e81239c8b06441bc48aaa7f75ac94844dc6,ethereum,80008.864399,1
Unknown,0x1b78284595ed8468608da05aa02933b84c6a4183,ethereum,80000.658477,1
BitPay Deposit,0xd028e3b3a404f4260da17b5d64ba2af45a6d1670,ethereum,76920.175355,1
OKX Deposit,0x741c576e877389b71fd08bd18a4ab1ba49285335,hyperevm,74470.219196,2
Unknown,0xa430c7425787337e5096f9aad868b02bb1ab4c5f,arbitrum,71472.236362,1
Unknown,0x822309f9f40376b31610d89a0eaa9880c87829da,arbitrum,69989.480840,1
Unknown,0x75995ad789ad217443fce4f33fc67b74c3bcb95b,avalanche,67947.011100,2
Unknown,0x06bcef359fbfb2f39261235de636773a5f419f5c,ethereum,57318.499638,1
Unknown,0xfa8714498531364f0ce21299c8540643883e1ee5,base,55233.458852,5
Unknown,0x569bb237954bcf97a2df0ace9f2e142dd6793047,ethereum,55050.000550,1
Unknown,0x6371024c5ffdaefef716adce3cac52ac6181cd9d,ethereum,53192.943930,1
Unknown,0xe0948c933ff574d58db56f47fbafc27c3348eaed,ethereum,50000.000000,1
Unknown,0x57b18f6fc367e9c8a66a4f4267d4ce27f1e73633,hyperevm,40499.055748,1
OKex Deposit,0xd9630147d9918d9cd663d9301c8f29df3e9aca5c,base,39020.744135,1
Unknown,0xc4445c4cb59b36ae4619d64aa0422cc3b604cd16,ethereum,38120.000000,1
Unknown,0x65e98c363aee4f8b2597519a25b70cd89c09cead,avalanche,31737.198446,1
Unknown,0x0d5145df2e3fbce8a03ccc3486960d469b2f7698,hyperevm,30000.000000,1
Unknown,0x77e5cafb1a1466ce514dd9f7e80fd576377875bc,sonic,29639.418772,5
Coinbase Deposit,0x981690ec51bb332ec6eed511c27df325104cb461,arbitrum,27011.030180,1
Coinbase Deposit,0x981690ec51bb332ec6eed511c27df325104cb461,avalanche,27011.030180,1
Unknown,0xcc771952fde840e30c6802734e5ad20479c2959f,ethereum,25000.000000,1
Unknown,0x0b919e8e21ddfadbe8d9a0f7687b69c20058a48c,avalanche,24107.944000,1
Unknown,0x0fa394da27a611aad1b11a636e3dbbf7e52b3bcd,arbitrum,22413.305129,23
Unknown,0x4adf9b737ab9c97f5728cbcf143483cf6c2f7df3,arbitrum,21796.000010,1
Unknown,0x6a50a44d2d650b9931c418eb70ef268c68be5dc5,ethereum,20371.772312,1
Unknown,0xfa8714498531364f0ce21299c8540643883e1ee5,ethereum,20090.000000,2
Coinbase Deposit,0x79f49449a106d290e697c3492694b80171052a8c,hyperevm,20000.000000,1
Coinbase Deposit,0x03098d021e9f45e594f1588a30078e95410df80e,hyperevm,19451.985228,1
Unknown,0xf54a1f4fcfc2207b9039b6e228e95d73fb270341,arbitrum,18337.899000,2
Unknown,0xd0062fd570779cac057566363855df7101da6cad,arbitrum,14117.648490,1
Unknown,0x5004228fb90001efb2875d8fdbea37c354455b58,hyperevm,12000.000000,2
Unknown,0x5462253d67c328d76c0a9e63c517d9eeb0731f11,arbitrum,11999.000010,1
Unknown,0x5a4fe7459620692b4b2f67e6eb8828006a5d2de6,sonic,11169.327986,3
Unknown,0xb37e2787cb670f5de1282ec0c8e6b36e936f7fec,ethereum,10799.799254,1
Unknown,0x4ab6524fc31fb98bdd77aa8bebd2606f005bcad9,arbitrum,10465.000000,3
Unknown,0x5112e6a4cf433021edff1420d21c8d377d03d9a2,sei_evm,10015.072207,2
Unknown,0x5112e6a4cf433021edff1420d21c8d377d03d9a2,ethereum,10000.600000,2
Unknown,0x019af57107cb00a5aeb4217716eb9a9142b0d8a3,arbitrum,9749.156807,1
Unknown,0xd9e7c440039a9c99b175de70cecaf1b7be8f121b,optimism,9233.723030,4
Unknown,0xc4f2ec2d2e1631b8a3eb342dcf124f0d1e9c20e1,ethereum,8577.570416,2
Unknown,0xe6a50d73a5276a5a7ecb467538c4e5907a1ae20a,ethereum,7675.929769,1
Unknown,0xe5ed7a66ed839c94ee63cc78e892f897c49e9948,optimism,7544.887072,1
Unknown,0x18668c448a12714b0422e71f63943f764c721faa,ethereum,7052.794929,1
Unknown,0x0f67e14ee2b9ee67f3ad25af7d74f7b3d5690dfb,ethereum,7000.000000,1
Unknown,0x18668c448a12714b0422e71f63943f764c721faa,xdc,6945.724773,3
Unknown,0xb7481064a882b8008962929d2f3626380cef6cdb,ethereum,6562.691444,1
Unknown,0x9286f05c159dd9fd989bd1bbb5fd7d5f38551012,base,6557.861000,7
Coinbase Deposit,0x8615928fa1a832f8860b5c26cac15297cbca4b2d,ethereum,6467.500000,1
Unknown,0x7d56e162a044a6b327332d3e6ce4f68470440373,ethereum,6374.839812,1
Unknown,0xcf7cb7bbab76dead9495c89f78ecfdf0581d88a5,base,6205.529945,9
Unknown,0xd72ef9bf48120b43fe37d555c6be534860d8c147,base,5956.109012,4
Unknown,0x6778b84d06804ecc154998b3fc73e557a4f1062d,arbitrum,5949.570000,5
Unknown,0x50da696f699ef4b44517e8bb0f531d1f419faf02,avalanche,5687.331841,1
Unknown,0x779826782019c394978ee24d3838a08dd5047615,sonic,5500.000000,2
Unknown,0xc15ab8dd7daeea5f1aa3b56507cac8a877e21b15,arbitrum,5374.572025,2
Unknown,0xbe956850e30c75afc9b2dc80b901e3d05223c93b,ethereum,5249.731351,1
Unknown,0x1ba070217eefcd3983e206ad214977d59704a388,ethereum,5155.000000,1
Unknown,0xc6e7841641baa09ea8f33d505c4f142ed1374338,base,5120.000000,1
Unknown,0x3a8cc6ccad7de9b17a87254cefe731a7e7ec5eb6,arbitrum,5050.226487,1
Unknown,0x5ee29662782165c7d2aa4aa7c57aeae961073999,avalanche,5010.000000,2
Unknown,0x5f5df3da7e0e886fb99cd8cdd26e9c49b5cf168d,base,5000.096415,2
Coinbase Deposit,0x981690ec51bb332ec6eed511c27df325104cb461,ethereum,5000.004698,1
Binance Deposit,0x42dd6252b9be3dad03220e8f730c300564d741a8,ethereum,5000.000000,1
Coinbase Deposit,0x336e6a76b95c98e9aa5d0cf161b003ec290ea72d,base,5000.000000,1
Binance Deposit,0xde09e48ec3e1ef54861b824cd3a2067111b601a7,arbitrum,5000.000000,1
OKX Deposit,0x04896d90a136e92f20af71c972b50363342f342e,hyperevm,4999.126214,2
Unknown,0xd942fadab3fedbec4650497982ac15d594c46ec7,arbitrum,4878.560000,1
Unknown,0x0084e3c31055dbde417acde052fb1ceda813fdb0,base,4761.170000,1
Unknown,0xc4445c4cb59b36ae4619d64aa0422cc3b604cd16,arbitrum,4487.966606,1
Unknown,0x9286f05c159dd9fd989bd1bbb5fd7d5f38551012,sonic,4387.513231,8
Unknown,0x3d48c07e563879fd72eb208f464a3fb49983c07b,arbitrum,4229.140000,1
Unknown,0x6371024c5ffdaefef716adce3cac52ac6181cd9d,polygon,4048.097437,1
Unknown,0xfa8714498531364f0ce21299c8540643883e1ee5,arbitrum,3997.000000,2
Unknown,0x5a4fe7459620692b4b2f67e6eb8828006a5d2de6,arbitrum,3833.510000,1
Unknown,0x264a22a562604dd6866583165d5528c5fc784201,arbitrum,3750.000000,1
Unknown,0x6e28520e5e4c821f55086805bfe8354d1b6df5f5,hyperevm,3333.226192,2
Unknown,0xe0f39c458b5454b842567868edabfd1a240ea9d0,polygon,3076.968000,1
Unknown,0x7ad552569f6f46ad5ba07c9ac5e9aa345546ecb8,base,3000.000000,1
Coinbase Deposit,0x336e6a76b95c98e9aa5d0cf161b003ec290ea72d,optimism,2991.078262,1
Coinbase Deposit,0xeb9125565a1531fe0f4d483634e8e25594bb7853,arbitrum,2933.158069,1
Unknown,0xccac81d019f87df0ae775cecef634b39c5584b0e,optimism,2876.488800,1
Unknown,0x0f67e14ee2b9ee67f3ad25af7d74f7b3d5690dfb,optimism,2645.081678,1
Unknown,0xff16f514683853e1fffaf634708167e250c24b1a,ethereum,2614.522080,1
Unknown,0xcfa8bb590e882070fa9d64d6680acd98409ffb19,arbitrum,2500.000000,1
Unknown,0xa7738c3b832d32b684673e6b255249cd98fdecf6,ethereum,2326.817757,1
Unknown,0x75d29559837656dda5072cf71ff34278279c9e79,sonic,2100.000000,1
Unknown,0x633a721cf8902de8c24b144b2540d1db8961efe0,arbitrum,2100.000000,3
Unknown,0x9258bf432db17ed615bdf2dd185c278497875089,ethereum,2001.000000,1
OKX Deposit,0x0df747e8a4c94e60ae66b4e772d8e103410cbcf8,hyperevm,2000.709606,1
Unknown,0x503a11224611c29e928cf1f89e190fcc8f3d550f,polygon,2000.000000,2
Unknown,0x18090cda49b21deaffc21b4f886aed3eb787d032,ethereum,2000.000000,1
Unknown,0xd556d88fdd06f0c01741e4b72ce7afe57eadd4ac,ethereum,1983.550218,1
Unknown,0xff71765405c08fa374fbeafc644787d0b0858e48,sonic,1939.512867,1
Unknown,0x6778b84d06804ecc154998b3fc73e557a4f1062d,ethereum,1918.311822,2
Coinbase Deposit,0xeb9125565a1531fe0f4d483634e8e25594bb7853,hyperevm,1815.554993,2
Unknown,0x1496294adcc04f835994d5c80901c7d98061cf16,ethereum,1757.302525,1
Unknown,0xafaafa20e162242a0173d79bf84789b342ba3de5,base,1708.069644,10
Unknown,0xa7738c3b832d32b684673e6b255249cd98fdecf6,arbitrum,1700.523199,1
Unknown,0x8eb07f521391c0f55fded6de264ca7fabfffa27f,ethereum,1700.000000,1
Coinbase Deposit,0x408548fd5c1ec79939356ed28811267795f59675,polygon,1665.833400,1
Unknown,0xa69ec97c101213560b1cee5638ec6cf037b5813e,hyperevm,1590.000000,4
Switchboard ,0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,base,1580.010292,1
Unknown,0x9286f05c159dd9fd989bd1bbb5fd7d5f38551012,polygon,1522.800337,2
OKX Deposit,0x04896d90a136e92f20af71c972b50363342f342e,optimism,1500.000000,1
OKX Deposit,0x04896d90a136e92f20af71c972b50363342f342e,avalanche,1499.850000,1
Unknown,0x72f2f9b886f4613059eebb77c5509a26a26eb805,ethereum,1177.412561,2
Unknown,0xc4f2ec2d2e1631b8a3eb342dcf124f0d1e9c20e1,base,1177.222122,1
Unknown,0xa55b524dbdd2d7080faadae7807cba904ef8a827,sonic,1156.503719,1
Unknown,0x9db850a236a4af48efc4b549e07ffbac8d5d6388,arbitrum,1105.389951,1
Unknown,0xf261fade7d770ef53dbb3d2b8a5d419e6bc41152,polygon,1101.122916,1
Unknown,0x4ff0d83ce43c539f4b243b2312dccef3c7cd2fb0,hyperevm,1095.308823,1
Unknown,0xb3ee90fd0f7c83e996d60db282eae48063e2569f,linea,1063.012334,3
Circle Deposit,0x6fadd9f392228c97b1112b37ebc01fc3dbbedce0,optimism,1010.504139,1
Circle Deposit,0x6fadd9f392228c97b1112b37ebc01fc3dbbedce0,base,1009.333135,1
Unknown,0x5e12d0efd222efd5df144a89d888ac5878621f5b,hyperevm,1005.345010,1
Unknown,0xd72ef9bf48120b43fe37d555c6be534860d8c147,sei_evm,1004.520416,1
Unknown,0x1dc67adaf9f163c5b1a95043addbdfa1af58e512,arbitrum,1003.000000,3
Circle Deposit,0x6fadd9f392228c97b1112b37ebc01fc3dbbedce0,polygon,1002.473557,1
OKex Deposit,0x858ef5cf58325f34c5f306be18ff5f9d149d5ff0,arbitrum,1000.000000,1
Unknown,0x7ea3a52e4d09d2a889a60256dde20404aca843ad,ethereum,1000.000000,1
Unknown,0x43ec8e6ae29b7213752616f955b254af5df54f1f,ethereum,999.149940,1
Unknown,0x2d06dd61974785385a914d0423adf90493ceba2e,polygon,990.000000,1
Unknown,0xf9239d983c27d1947c31a7c2f4aa52fc68091078,avalanche,976.071507,1
Unknown,0x36cf280ecc7efd7a5913780b3965bc875d284746,ethereum,955.002697,3
Unknown,0xf3d016932aed9033406745ff5f5be357a495e8b0,base,927.901827,1
Unknown,0xbf2ea1fc919815df59be08bbdbc56a092231a293,avalanche,923.460563,1
Unknown,0xa606f38e16533b5be49c0bc364e77934439076e6,ethereum,864.339848,1
Unknown,0x6527079c9c2546db43d7b21a5e30b355b1c249f9,hyperevm,822.858571,1
Unknown,0x77e5cafb1a1466ce514dd9f7e80fd576377875bc,base,800.000000,1
Unknown,0xe10b7e7ae0c032e6ab91245eb74baeb1e7aca654,ethereum,750.000000,1
Unknown,0xafaafa20e162242a0173d79bf84789b342ba3de5,sonic,738.898732,3
Unknown,0xec38b1e15b4df797ed9e44b6075eb8969cae29e5,linea,599.895824,1
Unknown,0x9286f05c159dd9fd989bd1bbb5fd7d5f38551012,sei_evm,590.239579,1
Unknown,0x197aea475941939baae93473644ebbd344f1a329,polygon,580.356865,1
Unknown,0x197aea475941939baae93473644ebbd344f1a329,ethereum,580.356865,1
Unknown,0xe179383de91ab7300b2f30f83d743c7ca557eb23,polygon,549.910175,1
Unknown,0xa55b524dbdd2d7080faadae7807cba904ef8a827,avalanche,528.143851,1
Unknown,0xb3ee90fd0f7c83e996d60db282eae48063e2569f,base,512.467561,1
Unknown,0x7ea3a52e4d09d2a889a60256dde20404aca843ad,avalanche,510.243339,1
Unknown,0xea4287f2920fcd63b10501df0209a8e20dc7cc66,hyperevm,504.370055,2
Unknown,0xe2e8bcbcff4e4703b4a955f58a15d6bb686ca750,base,501.327851,1
Unknown,0xc57b1f6d9b66d528af1cd2d0a7a2ffa389cd3a10,base,500.100000,1
Unknown,0x69833049b9fdecb90af9b306393eda287d19ecc9,ethereum,500.000000,1
Unknown,0x87f0774e133b82df9f30aa30318e246b1d4959bf,polygon,499.970000,1
Unknown,0x557611886bb3684a490abe065306f884ebf80ca0,arbitrum,499.000020,1
Unknown,0xea4287f2920fcd63b10501df0209a8e20dc7cc66,avalanche,494.370055,1
Unknown,0xc6d281c0d4702c2630fa22823f8b66286acdcd54,arbitrum,483.850711,1
Unknown,0xf7e9caaaeeb6cc9657e1dd490f044114aecc31b2,linea,482.788789,1
Unknown,0xf7e9caaaeeb6cc9657e1dd490f044114aecc31b2,base,482.788789,1
Unknown,0x161211af8b52bce768c0e8dd612b59ff5bfe8ed3,base,454.510000,21
Unknown,0x191e9eecb83861eaa758f0c7c31aaacb5eac87ab,arbitrum,405.719998,2
Unknown,0x7c7eedcc12f9170edffb681c0bf26efa23e7ec3c,ethereum,400.000000,1
Unknown,0xb5ab472789e76bbc60306c0050bef882fe1d4e65,optimism,388.610000,1
Unknown,0x4e342f8988fd2668059b3fdf4729f01c1a2d6972,hyperevm,388.516147,1
Magdalena Towers Penthouse LLC,0xc7bfd896cc6a8bf1d09486dd08f590691b20c2ff,optimism,355.991024,1
Unknown,0x8d899314d45cb9ddeb36ceade09aa9fd6c4b772d,hyperevm,355.960000,1
Unknown,0x77e5cafb1a1466ce514dd9f7e80fd576377875bc,arbitrum,330.000010,1
Unknown,0xf7e9caaaeeb6cc9657e1dd490f044114aecc31b2,arbitrum,300.000000,1
Unknown,0xbd326dbb8ef72d5469d7f9db5185a283c1a290cf,base,299.934899,2
Unknown,0x87414090acccf3e8df2894816e213a7debd88595,arbitrum,299.023189,1
Unknown,0x87414090acccf3e8df2894816e213a7debd88595,hyperevm,298.993287,1
Unknown,0x7ad552569f6f46ad5ba07c9ac5e9aa345546ecb8,arbitrum,276.263410,1
Unknown,0xaaa1789666dc614272c01b7d53fd96b1207feda1,base,250.000000,1
Unknown,0xd72b70cab0b718fa2a9e44bfd6312a47888ec5ce,ethereum,233.213348,1
Unknown,0xa7710bde10019697d8b1c6fc52253f4aeca45909,ethereum,229.811639,12
Unknown,0x3b1b211b3fce0d1ee9f5e1afeecadeb98378d0b0,sonic,212.456894,1
Unknown,0x36cf280ecc7efd7a5913780b3965bc875d284746,base,205.000000,1
Unknown,0xe2e8bcbcff4e4703b4a955f58a15d6bb686ca750,optimism,204.303919,1
Unknown,0x6cb0362cda970a8ae79ba10cb524c88c4b3a2968,arbitrum,201.823145,1
OKX Deposit,0x47e05bb20a14c9a27fa8706af83fff7a480de47f,arbitrum,193.438879,1
Unknown,0x778f9c4c3b5e3d8d9fe9ef1224700cf93efc3184,avalanche,190.263847,1
Unknown,0x4fd53965b2248c33b427efd721ad73924aa1b667,arbitrum,190.000000,2
Unknown,0xb836043d800be77944637a0e3e610c7a657df75a,base,184.974709,4
OKX Deposit,0x4f6fb194cb159579f546d432f0ad0bb4c05832bf,avalanche,179.254041,1
Coinbase Deposit,0x408548fd5c1ec79939356ed28811267795f59675,base,170.982900,2
Unknown,0x866d9f5b8d9515fcf3e108d157c94c059019bb52,base,150.000000,1
Unknown,0xb3ee90fd0f7c83e996d60db282eae48063e2569f,optimism,140.718853,3
Unknown,0x5e12d0efd222efd5df144a89d888ac5878621f5b,arbitrum,129.887974,1
Unknown,0x0314fb43027861ef0ea3c39270ae84d1c56eb30d,hyperevm,118.879365,2
Unknown,0x6956eb714559b5719342b75013ab318c5e465b67,arbitrum,108.228070,1
Unknown,0x6b99ad725f01ec94ef60133d8112198f5dfbe6e5,hyperevm,105.079984,1
Unknown,0x7d56e162a044a6b327332d3e6ce4f68470440373,optimism,101.969993,2
Unknown,0x2afccecb86504de8023def0cac5a7fbc240830bb,base,100.000000,1
Unknown,0x6cb0362cda970a8ae79ba10cb524c88c4b3a2968,ethereum,100.000000,1
Unknown,0xb0d73407076add4a9a49c75c023990ac34526714,avalanche,100.000000,1
Unknown,0xb7e77dc9009ecad050558f9fa883dabaeda98c26,base,100.000000,1
Coinbase Deposit,0xe85daf489d70f5592efea516392284c15667480b,polygon,99.990000,1
Unknown,0x7d56e162a044a6b327332d3e6ce4f68470440373,base,95.330467,1
Unknown,0x9f68459306f91fbdd488b696916d1ea392c247ef,polygon,91.020000,16
Unknown,0x5e12d0efd222efd5df144a89d888ac5878621f5b,avalanche,85.736604,1
Unknown,0xe1002e4b6b377292f70313dd6fbb0f105393b3d3,optimism,79.695986,1
Unknown,0x427711bbeccb20a29de0c123c7a725f3e42679eb,ink,78.195960,1
Unknown,0xa7738c3b832d32b684673e6b255249cd98fdecf6,base,56.294544,1
Unknown,0x6b99ad725f01ec94ef60133d8112198f5dfbe6e5,arbitrum,55.079984,1
Unknown,0xdd0c78a74e27c1ec013321e41189595459d24884,arbitrum,52.000000,4
Unknown,0x7f21456ac4103af1b23343b32d4d955273223604,arbitrum,34.115725,1
Unknown,0xd1d2aca17dee6c395585fe2e6f6e821e64a5014c,ethereum,34.000000,3
Unknown,0x8185eb59f7c20d3332e6513d97e10959996bb258,arbitrum,31.000000,2
Coinbase Deposit,0xe85daf489d70f5592efea516392284c15667480b,base,30.996900,1
Unknown,0x16cacc68f670a7b87ae1623ed3c601cbcff36d77,avalanche,30.000000,1
Unknown,0xd49ca581e6538c7d845e15621dbd14b32b416afd,arbitrum,28.482674,14
Unknown,0xb9686375e5853d1bfc7b7bc42820a6e86aad5c94,ethereum,25.492709,4
Unknown,0x002bd75c185f335b002b150f8aa4a84d34f9bab2,hyperevm,25.000420,2
Unknown,0x823d1e4f6eff459a3144b5cdada352899a5ec17b,arbitrum,24.674243,1
Unknown,0xadeaf4f8d4dfe0ece2b04fb205d001a642113c03,base,23.210000,11
Unknown,0x1496294adcc04f835994d5c80901c7d98061cf16,base,20.687240,1
Unknown,0xf6b534d0500813a37ec32494321a37c46268a98b,base,20.000000,2
Unknown,0xf6b534d0500813a37ec32494321a37c46268a98b,arbitrum,20.000000,2
Unknown,0x07c867770c43b1c6b715aa8ac3a55dfd7f835a82,arbitrum,18.526380,6
Unknown,0xc17460ec26a695d261cb2bf7689d6b8fef07c5e3,polygon,15.000000,14
Unknown,0xf4dd01d53ae3c9c76f6e68083afb7417c9e03c62,arbitrum,15.000000,1
Unknown,0x07c867770c43b1c6b715aa8ac3a55dfd7f835a82,base,13.349867,4
Coinbase Deposit,0xe8a5584042e233c4744d35e72c6c313806cb4fca,base,12.000000,3
Unknown,0x44e512c8bd2c106c632a6679522624669f982ad1,base,11.120382,28
Unknown,0xd49ca581e6538c7d845e15621dbd14b32b416afd,polygon,10.814935,4
Unknown,0x07c867770c43b1c6b715aa8ac3a55dfd7f835a82,optimism,10.759569,3
Unknown,0x8d434799cc5983b1cd4bec1be3d9aafe19801368,base,10.640896,1
Unknown,0xc882f3ab2e2ce61aa6e8eb633fd0726f13ce50b5,unichain,10.000000,1
Unknown,0x8bfcf9e2764bc84de4bbd0a0f5aaf19f47027a73,base,10.000000,1
Unknown,0x742453d3ab62b245c13ee91a09d0e037db2926a8,ethereum,10.000000,1
OKX Deposit,0x1c0143fb639cbb1abfd787db6d1bac9a5b3de002,arbitrum,10.000000,1
Unknown,0x8bfcf9e2764bc84de4bbd0a0f5aaf19f47027a73,ethereum,10.000000,1
OKX Deposit,0x1c0143fb639cbb1abfd787db6d1bac9a5b3de002,hyperevm,10.000000,1
OKX Deposit,0x1c0143fb639cbb1abfd787db6d1bac9a5b3de002,polygon,9.999000,1
Unknown,0x44e512c8bd2c106c632a6679522624669f982ad1,polygon,9.683499,25
Unknown,0xd49ca581e6538c7d845e15621dbd14b32b416afd,ethereum,9.504318,3
Unknown,0x557611886bb3684a490abe065306f884ebf80ca0,ethereum,8.826825,1
Unknown,0x8a6bfcae15e729fd1440574108437dea281a9b3e,arbitrum,8.447000,7
Unknown,0x4a0f71741ed9d3423a04aaafa125bd2fd283977f,base,8.410000,3
Unknown,0xd49ca581e6538c7d845e15621dbd14b32b416afd,avalanche,8.233453,8
Unknown,0xb836043d800be77944637a0e3e610c7a657df75a,optimism,7.892968,1
Unknown,0xb836043d800be77944637a0e3e610c7a657df75a,arbitrum,7.673109,1
Unknown,0x28f8f62ba8340d3515f7038aa984b0935725200d,ethereum,7.368849,1
Unknown,0xf0c2b8bb7efa1a02b43b59f2500aff1c5a48ce09,base,7.000000,3
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,unichain,6.750000,2
Unknown,0xf0c2b8bb7efa1a02b43b59f2500aff1c5a48ce09,arbitrum,6.700000,2
Unknown,0xb836043d800be77944637a0e3e610c7a657df75a,polygon,6.508143,1
Unknown,0xd77167daa4429a5b76c788e4733af4702115eb19,avalanche,6.491960,14
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,base,6.130000,15
Unknown,0x35330b6c9655330521accbf2c8f34635f23ab32a,base,6.100000,7
Unknown,0x090cf4820e65b06d05cbf65df43bdd502d18bdbd,base,5.999780,3
Unknown,0xaa6bb0fe8c8bae9267cef146c68ca27f665bc28d,base,5.700000,2
Unknown,0x07c867770c43b1c6b715aa8ac3a55dfd7f835a82,avalanche,5.177788,2
lyzi.fr,0x506f2251525e91bc9eb705324900ad0d1d847aa5,polygon,5.100000,6
Unknown,0xdd0c78a74e27c1ec013321e41189595459d24884,ethereum,5.000000,1
Unknown,0x5df23811538360865ea3e46d7545c9808507e7a7,ethereum,5.000000,1
Unknown,0xea4287f2920fcd63b10501df0209a8e20dc7cc66,arbitrum,5.000000,1
Unknown,0x3591ae9bf845a4f0c16276127ef8ccd73aeaf88e,ethereum,4.206335,1
Unknown,0xd7003836e601516e434ce07d0a062605754ff3cc,arbitrum,4.070000,4
OKX Deposit,0x04896d90a136e92f20af71c972b50363342f342e,sonic,3.654345,1
Unknown,0x5a606b5e2a8f36942d51c740892826d89d972ca5,base,3.500000,4
Unknown,0xba9958b0b1d30a05d465e8ca16a1ddbaf824f4a1,avalanche,3.000000,1
Unknown,0xdfd27d1c6dac42c73253dcbadbba45c897fd7fe3,base,3.000000,3
Unknown,0xf0c2b8bb7efa1a02b43b59f2500aff1c5a48ce09,unichain,3.000000,1
Unknown,0x6bc2b6d7c101840a8a7db08c068ffa79e58c9ebf,hyperevm,3.000000,1
Unknown,0x8bfcf9e2764bc84de4bbd0a0f5aaf19f47027a73,arbitrum,2.800000,10
