bridge_kit_fee_dev_collected,bridge_kit_fee_circle_collected,dev_address,transaction_hash,amount_bridged,blockchain
,,0x37cb921c40f22a8d50be959719c9d693cb8bdc4f,0xdd96bb419699e08583e3d6c6ce4c4940017c20f74d5dacc2db9b55c9ea572e01,3.000000,arc_testnet
,,0xc4db24598e9c09ef35087d8e094efd39123b1b95,0x8b384d3d889eb821c284a75f622d7eb3b2a3417d421c4b51c980d1da1e84a5ee,22.000000,arc_testnet
,,0x67df4bc369de8686e0fa53f7e1c3c6fd371ae13c,0x61ca15b44b572a7e4aa2f6a2e317ed4ab762eafdc1c6596a155106a656b9ac7c,3.000000,arc_testnet
,,0x67df4bc369de8686e0fa53f7e1c3c6fd371ae13c,0x9e66e6ffbdd9166fa250f701455230558acea63a9c1edbd3b7aeb5afec9afda4,3.000000,arc_testnet
,,0xbc1848c670a83a6c6e81062920a2420d6979a323,0x341c20f4938e46491365c12faa01db70f057fa9c53f1e79db4aac3a67876e69d,0.086233,arc_testnet
,,0x477f8df3620be821305afe4914d223f295d53b0b,0x78e1d8ec9c70d7b4651e8b9111d1db65874d453465684ac9a0dc98d094377736,1.179164,arc_testnet
,,0xca15125dcc14254c0d67542304fd9c7e7f86e233,0xd4482c58903a06c1553aadac358f16ce4877a04333793351b63156b166d140d6,5.160000,arc_testnet
,,0x979f9e84b03c3ea105e695fac62de04b136fb9d4,0x681362ce4c872c4aece0aed35740c7fa22dd81be5e7b23227c2f6008a9129638,0.068183,arc_testnet
,,0xaf4cd35a86b79bd6f582fa1ee6268613f3e321a9,0x2f45aa50dc5e95bc083aa7d0e405e0fb2cc20c2a84ff3ef7abeb56f35dfd93e8,0.121128,arc_testnet
,,0x68fb32a2deb66e93d2f4810d15c4ec4b07a1bc00,0x5b69ecb096036a839fe49beb8fc25c9eecb7ee2ed77b613acdce5bcc3a6f3fa2,3.000000,arc_testnet
,,0xd3b96a4230e64519dcb7905459f0b94466da9242,0xefb87ef0cdd6f60db36fd9d6479a754b797379fc62f741e36c5be5857a13d4cb,4.180000,arc_testnet
,,0x9483292d591be6ada6a602e4724c49ba03043ebb,0xc02d2634bda80e56f73ac586fc52585de41ca633615d4653e5d7fbca05eb9591,0.180860,arc_testnet
,,0xb6e19d257ac77fbac233679dcd31414331f63a51,0xac1915e3194e5477779abb0535635dd915d485bf8a42fb313070dcc7248390ca,7.120000,arc_testnet
,,0x11555dd760b9a7f5594d1ed82b670c2087b14c2a,0x2936052728960c7798c5bb8d8e09e648f7fa9f8b4a38e41d883593bc8618616e,3.000000,arc_testnet
,,0x781c4281b482a434bde61b6638653b60859fcad0,0x017d210b06e8db25472814b92181bcf593fec349b32a04bc11d4f43a561f5521,6.230000,arc_testnet
,,0x42eddc57c9d22f8d5c24ec3ebbfd9f88d217249f,0x48e489a8c94281c4f011b4448864bd948ae22a27eb5b025c3987c53367f322d8,7.190000,arc_testnet
,,0x904fd1ef935a709fbd20123b4e1f14735457ad9b,0x677699c55c531a696f54452d0c7239c732a73f33a0fd64ba14dac6665b3e9ef5,0.010158,arc_testnet
,,0xd8800ec82cd6ac440078e5fefa733d3199e3868d,0x502d5139e286670dcf1b6011bbd55df7f793d10b91286aefcee68fd35d0d14b9,5.130000,arc_testnet
,,0x538b0172eb9f7de59d4d2b1f3317ed0ee1c92ea4,0x7363db3c226221b1a4184a8430177e89ec922ae4b6f621aaf77c7593012834c2,1.000000,arc_testnet
,,0x4b422fadfe7b3436d7cd07c2264eeff9cdbf0036,0x086ea914894e9d8c6b932158071377b45843e9ee90a9ed7535cf231453801b25,33.000000,arc_testnet
,,0x9c0e981fc8ef65908b5ae7b509852486aaf8834b,0xa28f2aeb7d31f878d5bc264611d9c67813d5fd8685cf7ce84a4f130c1d930328,0.040333,arc_testnet
,,0x6f3068b0a341564be81b9a70c5c47b4485f43037,0xd61f37dbd8f3fe7eccf99d6bb24cf846209aae3ba6dbb695d06ec87143f7756c,6.130000,arc_testnet
,,0x4643cf25130671368841f34318e5effc010d96d1,0xeae0a20f65657b8bd3e734bbba5e482dc1fd01225e5884355a72cf5fbba6cbe3,4.270000,arc_testnet
,,0x04158d059aa849815db17bcac13bb646c4d714ec,0x451a90fa343d63e837574ea87aea8c29e7b8d77c369cfacf8978f2e380c015c5,4.870000,arc_testnet
,,0xcaa3cfe8950647705b060aca347c626506a32d58,0xdf37f13212f45cc4074741d9a7a44aabd21515c68500c4317cc0f5b46fab9c4b,0.072261,arc_testnet
,,0x538b0172eb9f7de59d4d2b1f3317ed0ee1c92ea4,0x1b779c9296b0f8f12b89e0195d3860cb09f9378a1d0f9a6dcb6fea614ca1d0d1,1.000000,arc_testnet
,,0xecff7a250a2e9d2c0ea30d2ad209b74e21b72071,0xd560029730a4fbe1535ff1cace962f8d5555d7e7788119e68e0dc93c5d5d6cc9,3.000000,arc_testnet
,,0x70d805d7d5d7d86bbdab70d00a49e020b9f9a73e,0x639a9746870e092f3f38cc5f75159588c7aa020cca3aed30bf4a22bc81ba5bbe,0.954382,arc_testnet
,,0x97c15d6b3b97daf90b05f2e9a865100b93a62069,0xd0875076d57d58f9c0b963907bb7f63cb66141e4975b1ca735fb544d5ad197f7,111.000000,arc_testnet
,,0xc8425c145a7e9c90af9f2512d6b97c17c3929ce1,0x473f35842fb02143787ddca5349f3e61958d13cc8e839da6decb47f62a107d89,0.454231,arc_testnet
,,0x46ead84b765b96a19a5cf6a54b15ec757c8eb4ee,0xc53a967164beb62036153820f77e60c6cbfcf34c99bcbb607b8934b4903f7904,0.542161,arc_testnet
,,0x86652356e0646ab1c595fee2c8c5b209d04395d4,0x6a6bde0e7218a5786351c03520603cd88c641df1311beeb81a383c42453deb99,0.721247,arc_testnet
,,0x167918e26ed9fe5aa254a9a104657e8027b381c9,0x1a115cca1ad22659b7cefca3c8ada75477f57c65eb75a12dfa208005a9b2174f,0.665918,arc_testnet
,,0xa871022fd134d1a854906105f09e0b910c56f3cd,0xdb1b0194e169482188d704efd926f6d4a8df46f6b2d78ee490b1c7feefb1b49a,0.000001,arc_testnet
,,0x0ed87b14dbbacddc5c06e929ba9b53544d9d1b1c,0xf3e0a792b589a209da64486d88640cf8b220db735f9eb023237ccc5c05e2dcdb,0.304136,arc_testnet
,,0x07ef7703b9038ae7d4d9edea206009ae744e8d26,0xbf456f63848ca9f5bb0038c40e2518e2787b63d37001b3745e5171b0f338fab0,43.000000,arc_testnet
,,0xf83d2bcd323ce17e9a4165c96b1288f9cdf20fcb,0x1da9f97e7413b764ec073cc64a2a9ed50f262989852fba29dea328162e586e4c,0.000006,arc_testnet
,,0x90c199e0e8ce6710aa23c00f2979e9096a4135b9,0xcfe31ac96e96af9641da2f3da9f0110fd2efdcc8fe3f71a0d7c18cbb9ce3b68c,0.070276,arc_testnet
,,0x3951de615ca022e87412fbfa4db43942791f6893,0xc3170dcc2c1f47eea72cc18c1fe81a845a83b76cf33ee8e2c77f104395e15e56,0.594839,arc_testnet
,,0xf09eb687d401b74e20756155d7c9ccec7391f298,0xe1aa9865d22c1d4b951c351ff88bbd6c09da5d235046cb4775df0b19bf092934,0.836394,arc_testnet
,,0xf394bd3b8f0dd8c060e655d9c413121373dc5b01,0x75179edb26b1f3f446f17f775e6ad9b63f6b21bb2777cb35ca3fb51f2e42cb1c,0.647892,arc_testnet
,,0x13be770cb2cd50e521a0428f181e24655ab71676,0x9a45ac584aba960cc8d3bbf6f394c948a5e296ea51006e93e1c38d5bd39eb7eb,0.407745,arc_testnet
,,0xeec1ae7ed89585e476384aa751109eb01cf41cb4,0xc8a00dc01f2344513848510a5c9a424c56fc1be6f99db4342a2a8023ede4b97d,0.503001,arc_testnet
,,0xde9e74a8761714e5d7754191b7026bd8887b4b47,0x483f3544a1b01274e10fc11b972b9c8720743e0205a1b1a4380f5d02b2ce9d33,0.067105,arc_testnet
,,0x6b8f3f2fe077a60aabb16b17e9581e7b4b9421e2,0xc75314ae7516f435d5c5924f225df8e83739605594bbe564920d02ef8c20dc4d,10.000000,arc_testnet
,,0x35fd1567486440ab150a8d39eb95b0cd600e35a5,0x4aad76414804aa41e9615572faf7cabe4dfd37cd07c72fb99cadb1e0c7267ecc,0.829530,arc_testnet
,,0xa8fdca2617e2b7245c7c381c5125926eacd52cb4,0x8cd0c1735f4818fa3dcc37b53895442d8c4daff94d7dce04fee4f52059e2d0db,0.963670,arc_testnet
,,0xbd151dca7d1bfaad7c400c5248c7d5e07c631933,0xc746d18a58456a44024dd3de68f505a20ef04cee7eb3cf068861c9cca7329c2a,0.634189,arc_testnet
,,0x6b8f3f2fe077a60aabb16b17e9581e7b4b9421e2,0xe9cfe515bf55c4d77479f3d5ebb844eadb36f5ba39a373d36c71769b6940f23c,5.000000,arc_testnet
,,0x284fd5421b2ce02c0b901f3e79db069e196642c4,0xed8d71a2a3e5c71e475aa4b493f510bce2c8fcd095fb3c8d095f02ce0d2d16a3,0.059589,arc_testnet
,,0xa76d483d7aa4412de141e123a112e0bc4a4ec756,0x4eadc8dbcceddf69bdb6d88401b322ffc937a0263a3ec6ffc8b0a823547f9797,0.870712,arc_testnet
,,0xcf4d1aa72b245615cb4d15fb382c8ba44737bf21,0x24ded2aade44bfe4a823e3c271d9bbe9d10cb83ce9a37f2d1ca08d961bf67613,0.072642,arc_testnet
,,0x444a1c539fdbdf8b34923d5cd1094ee989ae6973,0x3245899774caa350058e30893a20b433e872fa19b78798a5677497a6bdbb26a5,0.019278,arc_testnet
,,0x4463d7c1410d42a1e411ec699761ef2d75f49115,0xc7f7a115ca0f42966b71d4ea5879545b9427f1b19542d6f252ee784617f0da8d,0.072797,arc_testnet
,,0x9517b618bd7fbec76a5e61e17125d426cdaa5b1a,0xe30bf1e8b7a8e62a2a539785f4a6d75a79a99cbe52f23dd8ffb8ee3d7e0bdb0b,0.775473,arc_testnet
,,0x2bf95af8573ef2e81325eb3b75da5615ce843640,0x46ade1ab2904637017aa89313a13987db2719b59f4dee910a2d45703f67eef49,0.724907,arc_testnet
,,0x30917c7978034910c3b1e5e7cb89c3eca6327c2a,0x1a24dfa9de9e41507b7ddee426df43fee387c4ed5cf4532ca38fe8bd7dc2d062,0.389789,arc_testnet
,,0xf3b2de5b8428ec9c121c6eafadeba567c28033c1,0x794589220e07a9aec53ca950c1a33696cc6e0ef9719b1c2449dafb6e24a513f2,0.094299,arc_testnet
,,0x8f124aef01854a4923885d1d838c298a1193cfc5,0x8d4524deb7661ebbc17f0a1a1586397fae001456169e091e5e85176b846e0ef3,0.033988,arc_testnet
,,0xcc6bd82a6da7ccf6673a7340d9326b7f6fcaab7f,0x394ca0ad0307fd59f7cf52c6f5b54fa08cd6f58ab16b4fb25f5cc177cc2928e1,0.638449,arc_testnet
,,0xfb2876d96d4dccdb72084d513eda6c27131290ae,0x5b18074e753a1216eb09fa5cefa49cfa0e1bb31fd7aa2a4a76af9fa61d2a5637,0.305716,arc_testnet
,,0x2d11a6224e3f2fb9b17f8b0a33f189ba39da1259,0x4e51104577d5546619a982c2a6b8f88c4a2f7f4b0a04e150c840eddd678400e3,0.495832,arc_testnet
,,0x9791af881f3bd6c83a4540dc17691fcfdaa0c322,0x030198a0444da6213466cda140b384b765b09eae7972ddec229bc679d5cbacfc,0.699346,arc_testnet
,,0xc6fc6a304ea0d40121f5d34e30507e4549f7904d,0xabaf686ef482582aad80953b617d0b65944dd27af6e47eae824d42a4cdfa84aa,0.489871,arc_testnet
,,0xfab513540f0408956b3af06357cdbc273385cd11,0x3aac7c27b00b47d012290d942079a18a204564a5e8755ec797820358859855da,0.104227,arc_testnet
,,0x5421247552cab2d31d377195b16e85350cd0f4bb,0x68c9d058e8ed43b140faa5496f0f4c2350aebc5e8c8d7e6abbabd535ca9d6ba1,144.000000,arc_testnet
,,0x2cb8f40749ba2aa70be10f96de3640f0264a5430,0xb2f3ba38a2a3de9f5a627066d257e704e08c41b10e9fa05b07ba92337320ad57,0.903752,arc_testnet
,,0x9d213ce5c928b8da01f71dee92436ed5b818b76a,0x9081ca2ccd31371e5b40cdc20ea9b31173392644c868427fd16593f052435e10,0.750273,arc_testnet
,,0x3ff6c094896f019a78329bf216e47caf63ba0cfe,0x78bdd954cc1b0c45348c2825415040c2b0306c9702c09ee0446b014d2634ed27,0.024042,arc_testnet
,,0xeb9e80dfe6475dcf5bfe440f2890b9a4659623c1,0x705ddbcdf38a6b67590f90d38e56ff347177c040252d0caf1c8aa69267252505,0.810214,arc_testnet
,,0x7f37ef387832b328f0e6b37f59dbf6977a64a86b,0xec944ad8e01a8e2d82692b1a9f487258d6ae05995b064f439fa0eddd6b212111,0.064188,arc_testnet
,,0xfd4f6c8ba874c8961de6bbe0b10cbb4ef73e00d6,0x606b30ce395bbf377de3c41b0f1f14b1124b5638bdedb774476366679e66edf8,0.068034,arc_testnet
,,0x38f6d8576dac409cf787f3e59c4771be17f1fa88,0x3f1cb376b0b1b350130bae277ce006ffb4cf32ac32fe32ea990c010c32217bc0,0.028727,arc_testnet
,,0x7842d720ca413a512c584c8a0a4b30ebed08d482,0x4d65f4db42cbd564292d4cbc52be001dc569d166e9a56e04fe2135f8c6c52349,0.347419,arc_testnet
,,0x4559d242047f41d95128943940a5393b55b3b047,0x02a16e9c3ad4af4b67670b1807996190e051dc9bb93ae444e752b50eb0be1eda,0.537681,arc_testnet
,,0xb76b67f59f22e73a0103a04d558399d0ddce1b74,0xf96ccae38de9c3248ec92edcd18eff0243f44b63087d68a9fbbedec65bad0b15,0.064960,arc_testnet
,,0x133045801997b8a447bb1f9265feb44d1d05405f,0x24a6d562ce5a8d3ab5e600227f79198f9aae6feaf5c1b5a13c420e85893e885e,0.035202,arc_testnet
,,0xd9c385a1b5d3dd6131bf0e9bd20d53dd1f33bf5d,0xbc4ee8a520915a5cdb163a52ef1ea6a322a8235aa4f2bb77eb943c6511303f96,0.044404,arc_testnet
,,0x351e0e89c36138280f67c0bbb30df7f2f8b5f880,0x676a6f8ef51ee5cf265c7e98ee243213b8616595af45d11bafa444303a09b1d4,0.736874,arc_testnet
,,0xef26721e759695f76323cfffd678c6266d313c40,0xdf616ba297c21f25df82d8cf23f180fbbae4953024e094d3cf983f18fc848b43,0.023328,arc_testnet
,,0xd0951acf0aded9afe098cf3647c2502ec23ebdcf,0xb3ca12513a49a810ffeb45ec31c8761251d768e3bc3142c6c84fa072f1676046,0.893867,arc_testnet
,,0x348442a0ce1bad9fa8e3337384ce39638d3e0ae9,0xc33e1eb81a1c01bac0a510d255719ecdfa04a22398382335bb12b17165266863,0.099352,arc_testnet
,,0xbd97f31afc863190a98fe325f6ff4537df2565d5,0x795bcdfdf1da0732b1161363390c6db2a614789896906b0a66d675c71d9fb0e5,0.043344,arc_testnet
,,0xa89a052154c9e075ebb25fcd33d63c86a9c482f6,0x3c58c1227719a3ebd4c7bd8661cf7cbc793ca1e088fa4e1145c1b8c77c81dac0,0.361211,arc_testnet
,,0x381e89a2e55955cf6f78a9aaf5897f2d63a99187,0xbd5cbc033ae3d4f65e60177abbcb4be34271782341520c5edf8dd1e1d46b2ef9,0.056300,arc_testnet
,,0x1e69efe01ffbe47e1597a273531aabdb93da6047,0x91f60c29020598321f615d86c35daf142de01d53767c7f76f9afadc18bd8fdfe,0.826782,arc_testnet
,,0xec6f06125cd62d16738d4e85d768dccfad729140,0xa6ccd8b60b62d63317f021c0de1f9bff305bd27f5cb3d8ef691db8e9ef07b731,0.054375,arc_testnet
,,0x0f9a3b291af778b62b685b32ab6b8ced38f34c95,0x0b028c38ebe350ee89614e05f680b8be370c3a6fe5ca05f372bb14ce136cc9fd,0.505011,arc_testnet
,,0x41d43993b3a52b63818e8f67b3bf9d4874b57460,0x45b9c8f65e69ceaaf89ef9e94ec31043bc7b745aa3a1be6c78b369f07d7ff9be,0.026573,arc_testnet
,,0x72c41f758a5f8c6e5ee9af208e1698f07484c383,0xdd4400999131dc7a1a32682cdf4f26e5495a96216a2926cf969909d092ba9f20,0.993877,arc_testnet
,,0x72c41f758a5f8c6e5ee9af208e1698f07484c383,0xba4f91b341ffeb42b69c5b5bb0a16754608bb354526675ea6f5366b9affc4a41,1.080076,arc_testnet
,,0x72c41f758a5f8c6e5ee9af208e1698f07484c383,0x57e4256c63baad79ec4ad5fd5c14d3876691fad033c00226f7ffb586234b1a4c,0.829444,arc_testnet
,,0x72c41f758a5f8c6e5ee9af208e1698f07484c383,0x8521c1b7163d3c147c018a86653304b95eb681d995766ead414ce4d3a5b684c4,0.874004,arc_testnet
,,0x710b4b322cb33da963d723b830902e0d3533a613,0xb2a5fea5998303924907769c94e91f4463f434574096208c70c21c7f7a8378d3,0.021742,arc_testnet
,,0xc7219490ecc492b480c955d33bae7e05e8a4a829,0x2f0928cce9aadc6827a0ace34b1e8395dc2065d65a998d1a4d8df76adfb64764,0.050638,arc_testnet
,,0x1dcb045123730e606a88380bce534332f50332d2,0x902684fc984df38da4d7c577e6225ab3992492668accf64970e7d9873a2de618,0.100000,arc_testnet
,,0x72e4fc11cf2d22b80d952a500bee4ad2646d89f8,0xda869ee01698cc15693898db9a9f7136644626da0ed491851b6614bfea6f8726,0.034968,arc_testnet
,,0x25128abb439ec169a6598ffd265167306a49ec57,0x68412f1e965600c28f83d99bd2b82ba43fcdb49902d0300a0b27b8f254573bcd,0.060315,arc_testnet
,,0xdca414715ecd2ecca4b33df2038566a725c19559,0x6847859368cccab684e5f34cc845ea9ace8cb8fb1ec91d06c36ec19086ee4fc0,0.062137,arc_testnet
,,0xbe8f29c1c82088b872a0a66fd27de1b1d0121e78,0x4e1fa75b9e9520caf01ab8acf8c5b78fb7f58187a6abe9e940c525ea74d7b11b,2.000000,arc_testnet
,,0x81aa72669752a19e9f3bd03fcf6f4017a0a42d81,0xcee1f4d4f3169987b445bcdc4665ae98faa246a7fdc7d92128b7281cd8079279,9.570000,arc_testnet
,,0x2184d5c904d2f8666a97da45e1e57221e64f21ac,0x63a97a9b7b81a02a10e0ce4a009ba0a07538a81eb3aecd2bef21fe2ff4ce4445,200.000000,arc_testnet
,,0xb85fd54d8a92721ff1a4df60c5dc55b3a9590f64,0xec60dedbee0e8b5df83baa868d9e5366cfbc6a376110058e46309e0c2d94e240,3.000000,arc_testnet
,,0x912da8d22df29a37aaa4e70acc78e17141e23714,0xa9217d789d40e80b9cbb4564595579afe8c58397c7dd14fd2871fe7042754ce1,3.000000,arc_testnet
,,0xdf01631edbd3e20012b5716923e921431f6a8161,0xda6c0cf81bed1c85c09d79253756a962758de7da0537dd9ee455acc53cbdb2c4,3.000000,arc_testnet
,,0x921600c0ec01957b3781b10baf26e76bac93e54c,0xa37cefb6df774fcc9741ad36a6abfa6aa736f84fb2522ff3425aa672ac7329a8,3.000000,arc_testnet
,,0xea85c3a1cbc1037a4e69c7e7b88289e23fed7571,0xc3dd11e1e84d65fa9a52ab6a8ab79813737a7c41cf51bb9812042dc7ad020ec5,3.000000,arc_testnet
,,0x3d8472ce620f38e0f3fd8bee714589b1ff6cc03a,0x371d929d8c187aa6b2a96524dd856a0f3f42a0b4116625f2dcc552e45322743c,3.000000,arc_testnet
,,0x7c4dfde039b901dd39d9f024052b78f658dbfed1,0xcbc9a0aec79e263ca2af89db3754ab05890f2061f3eb5f9a6b777e28750b1355,3.000000,arc_testnet
,,0x1ababa74e5547cea71d588584010081c35496e59,0xd5c0d44308959c90cffe36d814967d314f6c643f24cef57255975ae99b2fbb68,0.100000,arc_testnet
,,0x20fc92704d3314608c252032ae51b9c57f78cf2c,0xfe3a9d9dc25558745836715618476f83a879ef4c2865ec26b3e155a189f5c82c,3.000000,arc_testnet
,,0x3d8472ce620f38e0f3fd8bee714589b1ff6cc03a,0xdd73e98946829590edee3e96b17e513864a24a0431ee95fffe2ef910d4f9949b,3.000000,arc_testnet
,,0x921600c0ec01957b3781b10baf26e76bac93e54c,0x24c6a5977c062a6b9854929adac4e77bdac92e7ef8440d42b8c8dff6e474935e,3.000000,arc_testnet
,,0xec6d3340260bf9b11bf1cb8accf7d0b7629ceaec,0x66270bbd7e1bfbb5c76fa8a9fe479062cc8b3e0737e54d37bf683540ff9a2441,3.000000,arc_testnet
,,0x0b184f944afc0924b6ff43f86cee46525fef7b98,0x31221f66c584f9ec23b1c4df4bb20236e17e87941425aac2d630e8fc6bcb930f,3.000000,arc_testnet
,,0x912da8d22df29a37aaa4e70acc78e17141e23714,0x716d1002da1ccea83c940c830720a0c83b5bd16bf462c9aa114c5f5cf393c660,3.000000,arc_testnet
,,0xcfd26e0d567d189e601165fea85f338c0c78903f,0x84cda3205c1506dfe136a63f5369426f87c24de8e4dd0131284dff330a864c8d,3.000000,arc_testnet
,,0x7c4dfde039b901dd39d9f024052b78f658dbfed1,0x5d6aa848cff7f37b45f19c004395fc7241ddae8e002c32f19e42653220184251,3.000000,arc_testnet
,,0xdc204c914e60b8f2d6a25ba59d4c927d699e14ae,0xbbadd2e64329dfcacfbd82dc2f2e5d7f71bb6166e60c477e2b1e51bdab67e148,3.000000,arc_testnet
,,0x0256222e1e0b81c740fec234fd18b40674109f0c,0x1ac6221fb23b48edc19fd157018c7f6fff02da8c52679f34ed4d883138453c75,1.000000,arc_testnet
,,0x52c58e22781009be2d1f91f8a22e0fcd7a902a58,0x691284d3fd07c2fce6927d9d4d5680134c9b3fde2e26041fa45d17cbe6270b24,0.100000,arc_testnet
,,0x52c58e22781009be2d1f91f8a22e0fcd7a902a58,0xee8b44b85d5eba5ec295ec4a0756ee05b00bbf72e5f0e9fd7f247dfce980186c,0.100000,arc_testnet
,,0xd92a035ec9ff171e0423795204566fd8fbe402c6,0x340759009a4ad3bb37244e21d89dbc1220adbccadd7de0f15eb0965fdf9fdab5,2.000000,arc_testnet
,,0x82f9897b0cc11a30f8796a99c25183cefd915f82,0x8bd314eab607d15ae800f96ff4066842ab75e6a1905818cc6c47db1b73009603,7.640000,arc_testnet
,,0x67586fc7a2a869f85640b7b6a77d02f67a98b0b5,0x1f6bc9e962faf06a26da97d191ff6a420b200211470e28fc56acebcef4c84c4d,1.000000,arc_testnet
,,0xd764bf53fb2be2b57647eeb709dabfa28af8c761,0xa0c89d45373daa3552bea096fe6c93a17bf5d62f0b68f8b7ba779fb0828fc34e,1.000000,arc_testnet
,,0x1239d49fc217e04b4a77c29ddedde290cd45b9f9,0x86f9b8b5ae5a0d301680b6f9ce28540da86f6827cfc1990dd43c2ff4d3ade43c,1.000000,arc_testnet
,,0x8fb18d2d453fb52d6449509ed6930a274dcc51f4,0xe0f396312f50c16a26aac5e28c25db410ddad0862e3bf3da369d89bf499c6b39,1.000000,arc_testnet
,,0x8856980a6f9fa83b45dbeb14c4212a93d5b582d6,0x732fb331f8583a636f963926bb697a2adb4f1179ce25d198cdf9ceb5174c2a32,1.000000,arc_testnet
,,0xd2e0204683f9fad68a9a229a1f777e5095211d64,0x2de56c1a58445632b6bddad0e0558c820ac22c3df0d4d47584c2c5c474012336,0.040000,arc_testnet
,,0xa22e904a8bb0ca139ab3b4ebf3793cd69d154142,0x7e37c05cd37afcce4b6a6e2c6aa6483efa417bc8787a9935a01d7ba635c16498,5.000000,arc_testnet
,,0x5a508651cd6cd7aec92258506013106079642ef9,0x308b843fa9a665845441c67c4edab4120a03bc8c1b655ed448fd691f92cbf887,0.110000,arc_testnet
,,0x83c248cf810bae6bbe0c345b1fd468b945539c83,0xc044616da0afdfc61c4bd1e2894775cebcc60411e9a36cfe7d4395cefc2b3b75,6.250000,arc_testnet
,,0x3238332a35318cc2b7fbc4bc74ac13886b670195,0x0d0b2234bdbf4ea352e1d9d981ea8d8c28f83cb3b07a9e6267829230d79271f8,1.000000,arc_testnet
,,0x3cfa12bc30deaa219266f8a0c05c95ec983d0920,0xe68ce12c68b703288d6cd2af1fffb73623fa906f7e7970c5c3cba12e121462c9,1.000000,arc_testnet
,,0x81b668552cdeb1c2f503d6013a2448cb3eae432b,0x41ba5d01b70118328c571cd5adb066bba12f2b8657b1a8d0c70d96d485959530,2.970000,arc_testnet
,,0x90c52bc8dc9a32e6c1f88c6ef03943d49ccdc240,0x398e08d48ad70f84f62e4dd4c600ab6c5594ab18da1c202b2f45bbb6cce66c92,1.000000,arc_testnet
,,0x84c451328d500f60c5fe9b6851dfa0e48cccff84,0xc303574df3e4c821fcf9f8b7c52dca394b8d74482748882d9be8a4a06793c6f9,7.820000,arc_testnet
,,0x3ad8482bbc729fc3a22c2c2a1a76ba9c3e6d04fd,0x3e460b7fad9e3a91bc7aa46eb8d9d023715a36afd50de431b81f0fb16ccadbc9,0.500000,arc_testnet
,,0x3d54397b8868d494ff5eecf343ca62b4e7bde8f0,0xbeb1037f58148da8062495a41d03035749c7d0eade7e28539da06d3e030f4811,0.200000,arc_testnet
,,0x51d5ea8e6f98a73f823938ff5731383aa92b0605,0x0ba98b154876ea17d781d0be5c234288c7e2cc82a84617eae4e3d3f9553c7b79,2.000000,arc_testnet
,,0x761553aad2cae536c6ee941b00fc17c6b89903ae,0x3b6c395feeabe5bea280c38a560c705a19c59077827b1fd6a71d22bdd4d3a79e,10.000000,arc_testnet
,,0xdeaf6c9489c33075ffd4de3643dd0d38d4859c58,0x451562a6cf7108c7a0a842a215b555331737cad91bd58360951338a703aad1d1,0.200000,arc_testnet
,,0x882a1dc24d2b644742b142dbf4e7e4c52fd10d47,0x71fe3804a7484608668b3206ec756cd3e4e5acc0124f45df70fd8ef1f3f6414d,1.150000,arc_testnet
,,0xedc009523c4474b0c59d49290217128a68c23ce0,0xf14ea66e4489ba444ef84aabbc7a427d4ad3e8e3e83a233cf712b3cf1e11780c,1.000000,arc_testnet
,,0x80d8ed898daa4f91eb17f8ae2f78d3bcc3c16c80,0x42ffac9b2b89546def7ef3b8e441b293897f1e47bc58a3b3ac8b11876cad9ad4,7.690000,arc_testnet
,,0xd19effb101d5984f87f32934f0ea4f15d2c46536,0x935b40c1094ed9c217a6aacc05e4f00aa3947708a457dfaad82c35ad2a71fb4e,15.000000,arc_testnet
,,0x0256222e1e0b81c740fec234fd18b40674109f0c,0x61b67b7e6ac9cd35b9a9d80d00333442897d6a95d211d98d41f2945245459ee7,1.000000,arc_testnet
,,0xa2eadf509870570e85d5dda31f5d5effcfcf5c30,0xc3c91b1bc909095aa29869ab73c1ff5ae021fcf203e4aad27284bb8c8834e73c,5.000000,arc_testnet
,,0x55078d42c77873910228b3d2f83ced132606def8,0x51b23631645b96cd6fd0f7373f7bec2abb6edcf0ecbcfb794686998bde0b1ce4,1.000000,arc_testnet
,,0xec6d3340260bf9b11bf1cb8accf7d0b7629ceaec,0x7d42f3e8c97e933ef456593384989130449c93f4b80c52db6ad3547e4711ed72,3.000000,arc_testnet
,,0xf0eade865f6ca74ad1028e03c79662b7acd5b6a8,0xd0e45676ff338b20707948a6cf32a290293506a92ca95bd29a35ad2cb6b740f5,3.000000,arc_testnet
,,0x7bfe905e1bcf8bba6b8d4e46c49a9496fdd5355d,0x2a610e7b7c0cb161d14e9ee97b78001e56f468aa81eef7acdecd8e42707143e9,3.000000,arc_testnet
,,0x20fc92704d3314608c252032ae51b9c57f78cf2c,0x037bf31331555ac9d27cc5c208dfbea84db27173fe9c7f1a9c79e2cb7e8f0e21,3.000000,arc_testnet
,,0xdc204c914e60b8f2d6a25ba59d4c927d699e14ae,0x02cac5335e7977f843a0bf12c9cafbcefaee02fa543e45d377dd3f0c560b6357,3.000000,arc_testnet
,,0x5f49f2334f474c8e9b36ba7d1a282b3ec2fe03bf,0x5dcb741ec463bf1bb3e4648725771feb0561ecb84a53c1eb25495bf090c9970e,3.000000,arc_testnet
,,0x7c61147b2610e5eb97a951194f5ff2f6bc831030,0x639c37899e6c0f12e39b12a7f16a4d6575f3eb3b652b4738a7b9689a1d122d8c,3.000000,arc_testnet
