bridge_kit_fee_dev_collected,bridge_kit_fee_circle_collected,dev_address,transaction_hash,amount_bridged,blockchain
,,0xdb274cd774dc01a7f88519d50881285d3bb06c7d,0xd9e330d043843354eb7317a61aaf04e543dc3bb0d2a29521a7765c98e672e34a,1.000000,arc_testnet
,,0xcfbac29b4096c2ac71b6da1b71f9364c6d25abe8,0xa0918703c1ce78410fa1b8a352ff0d97a923e4854255b1c7c338a3aeab6ca423,0.120000,arc_testnet
,,0x95a68143eb5f5589d87294bce97b90d0fef706ba,0x8c8a134bcdcc6d73befad3a7a99230b92ff41619f0087ed274a861d30a4af036,0.010000,arc_testnet
,,0x95a68143eb5f5589d87294bce97b90d0fef706ba,0x1203ef7e7e9af1aaa57c708dcc9c3f8f56636f203894d9df3a7d58d93f87c195,0.010000,arc_testnet
,,0x11a3cc68e9d16b218b0143effbd2bd722f76e80a,0xb67736e9b80da9d85d76902ce9787e374979814aca6c1734ba3078565a09ab6d,0.010000,arc_testnet
,,0xaef8ae72626959af9796901015be3d67dc044548,0x2db789acaa4673217c6be121f880297098e3f77a4c078a76a44a708d3b7eb0e6,0.010000,arc_testnet
,,0x92babdaa3e8fafa3e0b922d165169a048e8b1422,0xd1ea0017d3ca2684773653f7bfb6c39ef0054e311e75f776299581afab0b1aac,0.010000,arc_testnet
,,0x6f37685b2ad64d99d11d1dd43a9004901071b729,0x695f79abbc93885d68745365ac6316fd0f7310e6b997d4489b769fae8e0ab978,0.010000,arc_testnet
,,0x56240198aee4fba6c24f65a800385ea34f7a0ebd,0x3fab114c4655c8a8ff162f7386f9735ed9c8f8d6dc40e1f35ffc548015930299,0.010000,arc_testnet
,,0x159939a671d0974adb97a413ae5cf2d609579085,0x8f1f01d6120fe06466be89ab7c654aadaaa8ce5dc039dce804d3a264837be5bb,0.010000,arc_testnet
,,0xb4328cf51cd805c3cc2dbaf688d9e53055d6e368,0x61f5a892d2f3d1ad922c4a82d949fc05ce947b9fc5370cfe5552a9f098e3999b,0.010000,arc_testnet
,,0xe4745138a2ec865775bc0c9fbc9dd93980b42774,0x000f2ce29a0163f036fcdd32f6df25c4d97e81af82012a49c02a6490b7da02f5,0.010000,arc_testnet
,,0xacd7a5d1bb180d3185e6448ba050c291accac8e8,0xa4fa7e0c6e74ed9e427ee7528c483c354693273aaa7488d829666e5bc90da7c7,0.010000,arc_testnet
,,0x4917d3e3b34bf175ffded21b73bc3cde6795cd89,0x0ad58e8942e3275fe73d849b8ba056bf61d08f7007ef67cddddb30bd6c0fab2f,0.000900,arc_testnet
,,0x2c3b0d85db044bb8a64998852b6ea7a15237f899,0xb6603091af52aaad58e54f99a20cdf8dbfc9786b81f7c25f40715a2e1ed5c346,0.000700,arc_testnet
,,0xf5cd26b3a7b7c69fd96a3fd1639d7997eed71321,0x3cc40463d5fb5f99bceefe564af6008a3618cafc8a0da47ac310ccbd2949515d,0.080000,arc_testnet
,,0x4dfe5083ac2aefeb5ca4cf2cfe1be8122047da49,0x03ec1e74e7f46764ef20d61f31535753fe44d23cd0d97bab972df5168c527d39,0.000500,arc_testnet
,,0x0dbf61100bb170d6e3cedf40f33eef9ecf0469ce,0x14c412f1e4eda4d737a66a55c3c0b4c7347f7745c5feda76436a75421a9a3a98,0.000500,arc_testnet
,,0x28ec55b5b1e354ba61e607aa73c3297b98dabf21,0xb4c3c206c06877ef75960467989d0b6bfbcf66ba8b70d9c0b4700e63ea10e3e6,1.000000,arc_testnet
,,0x761553aad2cae536c6ee941b00fc17c6b89903ae,0x6e8a2bb3d2a7dfb138bbd0d6e2b0debf3bc03078ac9a8175cd39d27d4daef433,1.000000,arc_testnet
,,0x2b12a301de7d5fb00554c20af4fcf0ea6568e39d,0x5446ae53cd3c4f9ddc67f27b0fb2172db7124615c5d3df8e990a4852659156bf,2.000000,arc_testnet
,,0xefacad6e37d7d3f9486dbb88d931bd57845ff6fa,0xf3c07dde5011c3dcb113d2dcaaa4f3fd5c45afe0c575255f08632817fc39099a,1.000000,arc_testnet
,,0x95266b6a917b92b987da581460ac19e8fb79bb25,0xa2f6b7e056465cf3b8ae4f901195c08c58c0704a9ce7438a073b0b246d8c09f7,1.000000,arc_testnet
,,0x426bcc653e9d6445b02d0bd1b7441b276283f2d4,0xd7dece4bc5411215cd041de176700750d044c36a0aed9cb5f95a1ca18121d1c1,1.000000,arc_testnet
,,0x7c5548e4b1fd2de92eed3a23dd9b48646d7619d7,0x3bf1d43f9b6cd03c6f40217424ea98c02bd63631e2261313edb5490795a42ed2,1.000000,arc_testnet
,,0xd973814ddd942881dfb18c72bf4f6903072a7e9a,0xf913da0897897996dab0a954e003076286138ca0d1704d2756e1d29691221c8d,1.000000,arc_testnet
,,0x48bc7db750d15d74c3211104b17a74db3b618dc8,0xc2cda4afe2efb11d6a1b274d9a5b1da87933013e638f2784bb00a9d67588140d,1.000000,arc_testnet
,,0x8276f3d16f7e802b7d155249f82d8a89aa979385,0xed09ca29b21254139705efaec53586e81f601cb4aeeef5bfecbe9dd1e7cf1e36,1.000000,arc_testnet
,,0xed47f94a63c59a9228033055fc07400ae557dbc0,0x2ea229956abc82097d065801521b039a90387fc923e1671d13f8c4a900076aef,1.000000,arc_testnet
,,0x8478150c3986f7e8fa1a0851d3feac0aa7dfc847,0xc24452fb7075326c9165bba69e4b1b3e2724d0a0ed727cb89ecca4d96865b0ba,1.000000,arc_testnet
,,0xe6b3b432a4376579cacf75045030366c34a10a39,0x3a5fb4d82d43d029482c07fcecf111bfd56ae45c4e139d6e321e4751ee406931,1.000000,arc_testnet
,,0x7c5548e4b1fd2de92eed3a23dd9b48646d7619d7,0x35251ea069a39f4d32954f82959ce660a8463f3ab4b61050656ee572b86e2c54,1.000000,arc_testnet
,,0x20d12a8808eda3d1495c1c419dff6c22e30a5b25,0x6caaafbdc4f63b49c3088c451f0195e2561b28d83edb2b00144997fc29362d58,0.003400,arc_testnet
,,0x7e2064124bab1ce00ec628e23f90aff530108917,0x18a25b828fe0fe66820cc05d161d5f677c882b5eeaf4d02a247eec017b5e5cdd,0.200000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xeb141f6bd6d447c7200e1eaae09c9bdb6c7d41b35bbebc4d1a689366a50d7705,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x005bcc48eeab1c4d85e346127c30a014de8811a0c3254c8d3758d10752c699e1,0.010000,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0xb9b785875a692a72bff969c35d5e691a998c1f93db80d31e53d5ed9218d25d5c,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf4160f8452b13545ef4bce0dc7275c81f80f8534ca936938e8ee7b9dfd975f0d,0.010000,arc_testnet
,,0x3225462d117740cd13733958603a19ca939d82ad,0xda29c1eccd45f09449cd98672c4c8ca7f825d451bbd2ff4f85d140bf218ee79e,0.091440,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x335c27c08942ff7004acc5a47dc3fcaf2703f52afde9e5acc8d600a3883c5e0c,0.010000,arc_testnet
,,0x9e57c6f1b9d001f78203a14c022a1ec3ea25fc32,0x596b2945a13521abe5e87aca0c203239cba4569c0854a36f9c7c9154c017f899,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x255c5109b61d18cccf1e2b16f70f590d4839ea6cb9b65b616f9fd52cdd52b52c,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x11b9e2092dd5cdff65f93e72eeed6e8d2e1b50730b584b22e9a453f3a7405ec8,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x38140953860d2f0b362c4afa224a411c439a4f9a893ccf7e7e933bd80a9cf3da,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x40b94332bdd5ddabc0a53b2d57087cfc529c60653e4f365e685d2e60e1167404,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf223db8f43c3ee3cb9546266b4380aa1ba35749fe9ba0ca0054417c63b7fd952,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xcb7c93fcdaea96f42aa484e893cf52a2ce1256df5584e1ad5cde2a910ede2113,0.010000,arc_testnet
,,0x6ac47b2a1a2d12df038909b8074a0a2301d1606a,0xc34603e7af7ac9b39387b72b558809f6d16e39ff1f9b9f3b25846918c45b407e,5.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x45d80e7f975ff3785991ddc997df10e44802cfd5bdd9259285fcbd5d0fbdbfdc,0.010000,arc_testnet
,,0x2298c4ec60670d2849b8c6c80d8329f69df57122,0xc7bd4194cb3a1d7bb8fc0511f5c3a205e566d200b8adc213a430d241e4250346,0.023000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x7cd361fd1cf89618a1bd10e45fb07a622c38f9335f6fe32c3823929805b41524,0.010000,arc_testnet
,,0x6ac47b2a1a2d12df038909b8074a0a2301d1606a,0x22155b4a464a973c0d466c11673e84c98e952dcc3db2b487b4ddf7f6fa311fe8,4.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x65ce181696b7fa8fd5978f2967a6d742f87d64009c141494b6c0e34105da6459,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x635f3a47ce698eebc3f1e3fec510e160d1d22d5789e9c1fbcdc1f8a03162b82f,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xa8d941722ceb50f74167bbb1e341199017b9b94d47df8a6389ff82402eb9721b,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xdf151e728300401a7d93b9d3139d158c41cbace17cb92329cc8503e1f52fd825,0.010000,arc_testnet
,,0xb6fdf413868b383098e85b38e6f5766192b6ac77,0x82da1acb9cbe6ac38839d3935520ac9c811270cd0e4c3f1ea2ae0b5a55fc14b1,2.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf2eebb8fc4c33687ef7bbc05a83e6c5a98e0a6587486307a40d16a8bb182bc36,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x8b47699bb0896405cd9fce79119f3c98c0b37192405a74e280d899ae12914a43,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x9bc819d3a4ef7fd8714e97ead37e54a675abfa18447979cba472df50052ed1cf,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x13b5b1f0aa63d6244dba330e54cf13156d5db1928aa12763b7b4b902d919ba80,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf582b8fe1e7211c9c4f492ee9cfccc340899f6098f7ae9d24fd1fecb26785285,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x890a71863adafe33bbe9521310e10be678303ba26c9f4842bb877391231aad1c,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x4b8455ad77d346527e46770b1d104ea2869910c653c1b00de9fab932a31b76b8,0.010000,arc_testnet
,,0x49a781785379b07ad7228da4a772a9dd8bf4cc19,0xc552ad4e337b64dc41aeb26da1af201908ad19860eb790c61d30e95f6bdbb48f,0.084453,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0x066bf1b74356af4d31530810d0a6a8e29f20dcd74f8d4db0d9ca53df0c5c6ba0,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x6cd400b05a49514d9395175df1090595307544463d4f0acbb3fd0ad9b1c892e3,0.010000,arc_testnet
,,0x599df067edb99ad69e90b87a53d92a0dc9660a45,0x22c227ffcc7755a37fa5972d8f4ef1baf643446988166d631e3edc85b2b10bfe,0.046868,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xb3c700ae913604dac2082c9ad3919899abaa9a4b449014588d5d95dd34004f40,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x2ab1952138b219a928317af07dbbb61c68bbe2941df88981b10c16cdb785944b,0.010000,arc_testnet
,,0xfc055912d423ff6c5e59295b12f367afc146ef0b,0xa49edcea0ca7800c02f66b98c885d632e88d4bde0e9fe5ed72059eb02c99f260,0.011871,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x461e6aade45b0f63a356ba7f6756741f7119a53e6652aaf9971d16addd58a822,0.010000,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0x43883784dcb1b607c1a0056ac1a0f865dcb4149df7ad1c0df569a63860154a36,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xa42cd423b78036170d1e1831f94a4adc3160e38d975880be9f33c8423ce24cad,0.010000,arc_testnet
,,0xb627108716dd3ed8ad02f9062aae62ee6df91f1f,0x88a953ee8a842099f2a5ccca0cd421de579e01a6d41cf21e3906fad158990a24,0.042734,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x4d1de94b51680b5689f2350b8568b724b97df08ca31c4a838fe9f969d33114b0,0.010000,arc_testnet
,,0x5e5ce752e14fd707f7efeddf99aee86561af0443,0xf0bdb9b058c24c84f526ae0d405b0088723015958d1735c8fa46d71c30e6594d,0.023000,arc_testnet
,,0x3ab5d6b1b3babde7f375e6ce196e1b3de5368bba,0x97cd959727a8f3d6655e68f3e8f6279a793b4a533390d8a80c9764be1bd6a846,0.068074,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x94e0d70f98a67d368c1642b6b15498d627fecc922733e03bcbecdd40cdcdaa0a,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xfe6cea95bc476cacb47e87d9146011eea854e6bcb0ae6a19c40c390163d2dc46,0.010000,arc_testnet
,,0x21073f5c3d69b728e46e84c9fcecc071dfe4f8af,0xf8faeffd944e798ff63459b3d05da039d120c22bfa8e53eea64958d0664cf6f9,0.092219,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x1d06019b1209225b22b6d91403949b0bbf19f688c24d401ea92dd03251514e60,0.010000,arc_testnet
,,0xb4fc153884011eb2a2d6e501a544abf92a1c08ae,0x96dbb6b711ee48462b99d71e0c4c2c0ae719845e545a8e2ff524f7d3660c8689,0.067699,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x9a17b5b590332c5f2a8bdf78d44e00d798a3e172bd1d27d05abba24e5329e9f7,0.010000,arc_testnet
,,0x8552ec5c907a0fe42b8b2440402cd8512d16c924,0x01582f29a4c34af5d0b160f9465b2958cadfe9d8b106d4d0e831a188b1a086ff,5.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xda3f1cc5dded930ce2911b3c307d58fc503cafb61420f9e31f85eb769bc9ebb3,0.010000,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0xe090d444501d9ed6ed032f10d8860e8b99be45421f13ebe97425a9e1b19943e1,1.000000,arc_testnet
,,0x78b79cb349c7d6b069657109e6605a722043dfc7,0x69f3792eeb56d3affba0530359a40f5eb0b6db9751add248173d6b0a7508fcf2,0.100000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x28f30bdc62985148a6074ad9249cb8c4a57581b8b980709671f4ea8aa79ddcc5,0.010000,arc_testnet
,,0x19e1df18b04deef3bd0806911f9710345842d7de,0x272d103cf7df944cc065a8286547efbbedb1508d98875d78dd7550fa52ebc8f6,0.074011,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x284f0e052118b427391a69001515e58b79bf36cc334ee8ed8d04f95ceef7298a,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x200c3b293d51dad1b2ec9c322431dbe366a45ef5efaf9364a3bca547bafa0cd5,0.010000,arc_testnet
,,0xd350236dd0d0e5fe8f23b21a0f4b02600456af71,0xd40379854f5abe3a908de000e5f5532f28a1668c377d596f31e99724fc765d12,5.660000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x9490c9afd21ffc8a61f7b6440971201690caff04e0448ae079f13dd48cd1b2cc,0.010000,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0x1f5f321374c7d3d8e3b30d62b2ff6158c36d324381e14028f6f88a9ec68d3e4c,1.000000,arc_testnet
,,0x342f95be886dff0d1c9de020f85f7a2e5141bfd4,0x618ec40ecd06ba1156c797f5217e2c9830731eb01a683b5554b7792aa8d186d6,0.045005,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x0f8abe4ab6ed3d7363c3d95202d7b38b8483f5d3c5acdb40ad39dde041eed16f,0.010000,arc_testnet
,,0xd53a0855cac29cbdebdc9227298ee93f4f97a6c2,0xc62e5fdb6d27f75e8d6eda790221cb47af5f90135d9aba9aeb2b892008761049,3.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x9f6579c07ef0f646aaa770f18dcebf514bcf3adf414edd0f502a9d50733de44c,0.010000,arc_testnet
,,0x8552ec5c907a0fe42b8b2440402cd8512d16c924,0xf321fc5a52812d200eae97243074645c6d0e932634d31b4810ae3e51705b6c98,7.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x82a35978fa8a0aa32ba374762218ff0bb3d7872f9f27e1644006eb77eb754b6d,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x7a26db19d18282676505ba4a60067508b86206df64b854dded6f9b3c417ef644,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x8b1a8d4a6d8e17f626ac98bed332c00eac3f19e0b5680a939f5c67f59ddfc3b9,0.010000,arc_testnet
,,0xe9eae9f9dc58425e37249f7d713e86501ed06c9b,0xe163ce2dea1a6c8a877f92e16111be6fb1551f478d7060542ecb04bc152e38d0,0.037484,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf32cb3a28f1786decd2e1d127404adbb005dd5d431bb39c0ba4f1efccd4f69fc,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x8de8ce1d81b28877562f67eaec452ff36990dde6049d93b08e35841d27ddff1a,0.010000,arc_testnet
,,0xb813f207bcb3d79fcc5d29e0e13ff3fc860a14cb,0x5956e5f7bc1da88d185fe0bf0487cc635bfa60175f3eb16712b812a7ae663e8b,1.000000,arc_testnet
,,0x38569b4662f8eff0e66fa6a6cf81826fc9bf1018,0x02d4e4d404364909aab472de87e8cdaf6329cecfde6f3b7e3fce6f4a8103eafc,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf36866a514b9539ff91dca65104d1c1983393114284fb8f4cfd430bbf5d6fdfb,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xbee08d989ad0dc189396ea7a3e0565bd609001da4a759ac687c47df486abf7ed,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xcd112683490485af334a9cf7017bf40f6696d3ae6c579bdf4c8ef723944d6a8a,0.010000,arc_testnet
,,0x351e2e78d47b250d1c6211750caad7a153bac982,0xa848a0cb12ede27ede50c7d4326179c793f1baa5be4996f12d84cd7cba4999bb,0.084818,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x76c084d7191d90c2b115b8d1f8bea2b37aafd4054ab9239093eec2c4b3b04efa,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x32fb891cfc8acb59ff168ef24e4d19a919f405bc66777369a6a45930d71a9ec3,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x317a541c017c794e5ee7352bb9bacf6deb90728bc4b0468554f5ad5a8876b4b4,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xad0c4b4bfc75c8fd2bc4efb7beee2fb7350c427a03006543bf72070901f1984a,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xbd8d107cadf1e18ba03936a44eb4d961510792f3e8ebcfe1dd72e8bee73aa430,0.010000,arc_testnet
,,0xaaeb9160c5b1744162fc03dda5167f6294ce7e6b,0x06d1466f3c703b55a81b3de36ff8db3a30abc56b55a696f2aebb3430e1763215,0.035760,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x3c66f07766eb1bf4578ec1d7c45fc70440b794f3427925dd3f00bd2b463cba3f,0.010000,arc_testnet
,,0x95a34669701d63bbb910fb8ff38336043b61dcdf,0xd7aabf766995ad5ef1caad22c5dc0eea0a7c1dd622ccac9daa689f4c2141d7ef,59.678300,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x1b6f8981a8799578640335d8b0a9e2bb2a3f6856025579718ce5f254826e10a0,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x11f8294e7ed39d06d7ec32d817a7237c0066b9489b46b10a0598e54740a466a6,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xdea5bd56150454394bfa4b8d91b29876a6b0023c58714bd38cbb30a878860901,0.010000,arc_testnet
,,0xc6d70e062f878d4dbad2e8b22e1b871535fac9b2,0x6ceab9eaaadf76e6eb1d31c0877f0f5517226c8957bb27158fd9402d57376c63,0.054198,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xec3f4a6d5919abe49741376afa977c261bb857c7c0ff31b75b3351101a080f80,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x8d559150e97bf9d39cd4d4827a6ce17a9b0bb9562a78a02cb41b750746460620,0.010000,arc_testnet
,,0xbc30ffce1340cfe2e82c6b1ecf77e8f545f578ae,0xbff5a8b76fe2b0cfd7161ca34750df2c1bb6fa6c771baddf869be2d9dbae4b99,0.104275,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x1d7c885fcd35735d8fb0c65b6bced73e7f987c19fb56445e2bff8b3ee3b583c4,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x50c7b36ff2a31363e6a4392266100c9b0acc1c997ab216e6b009d55b65e4866d,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xf96069a67e25852a93d75f69e7d2604af760c79e947d0792b3189664354ebe2a,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xc8dd027c0e8534b03b2f63ad87ffb3fa4f33dd1f613650fa60cb1e89aab9fba0,0.010000,arc_testnet
,,0xefa6c81973c0768b4de593000734f718cdcb7243,0x64f62f15ce720c2ba2aff2b27a21f60d09c56169db922ef604d2de2f64dfe7a9,10.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x1ff0fa50ae8e43c22ae48355203d3ab5bd44fd93d975465ee5fb5dc2b2d81fe8,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x0e1a5ce4c53054d4bfaaf83d53a488fd36a678d19d1677f96b24d4e528a8e142,0.010000,arc_testnet
,,0xfd42695ff979f132b66021c540a772e749e8e206,0xa7ca6778f73fcf924eb52947a69b0f39f2be7c220c0caa81dfd700e66c120789,1.000000,arc_testnet
,,0x117250ba61e727ad4960f152c1d97b95e33e766e,0x0336ce3ca30e5557aa16219d4cccd0ae4de764519c8e4763fcc0d5f2d855a697,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xa212604389a0850f06661de861e4913118aab5db00f4ad0317d153341edd1d7e,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x86ba7480cd27a2f886cf3cdf18be883a971e2d37510171ba1faca06352e6e344,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x536ceebe064535564b999c864b28ef73199618d153206b415ec5198b31011092,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x361c0f45cc3d4ce75347c2bdb98626a16778b3a92e7919592b71a560813595e4,0.010000,arc_testnet
,,0x908a33fa12c618ebc9b5f68e50eb1321452572f3,0x4c2868249e23d78a8bde580a546aef0c6fb442b23a39f7193ea1e94df03c6085,0.086636,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x7b7707f55ee5d4436674ab817137e8b23782bdfa5b0c711b3a4efd2a34967e4b,0.010000,arc_testnet
,,0xa8b31d8887e71577566dad112cb7f255c9dcc36e,0xbd1f2030dd280c031edaf2abc61edc7fb546e2af655097197486e211b2abf4d3,2.000000,arc_testnet
,,0x7b2b9667a0e3b6daff3c5ad2f65bb47ea61ec265,0xfbbfe263d5f7b83247e0a0b21486fa8452e307b56c3811112bdf3b44019e7578,25.999998,arc_testnet
,,0xcef9712c4b9a6a2f14dd3dcaf5dddb0b2202bea0,0x2dbbcb94834dfde1f792a9bbe8736c3612a0103ef424d2c35213f87cb655a100,0.072234,arc_testnet
,,0x33565087523a15f8a3c691a8e247f011f54dfc04,0x3cab542f92ad8a101a7cb2897451dfcbd39d08171e5b310aa88318b0e19df904,0.010651,arc_testnet
,,0xfacda75673bc7ed7f44a33da4950823cb3030473,0xe5dbefffa3116d49d5e9124d22cd02390b5ce2f107292b3998d3f41b66de0b86,0.046474,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x980198a703a5920c6789325492e091b56bd9fe791594baeeea63da6f67326779,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xabe1a52a322aa0c883084f03229866f298360f7356c7580bc2597e20a2a193c9,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xddcb5fca6fb57acf7f7ee326b901a0abc7d04214e37d6562df007dee19ac21a6,0.010000,arc_testnet
,,0xa8b31d8887e71577566dad112cb7f255c9dcc36e,0x702fffe3b430f7d4be8dee2478b05b41c0a14f4a4dfcd3210c3066fe94b51418,2.000000,arc_testnet
,,0x290feb2191127d11c06107acc177012ebde72b53,0x726559102316546c34d60106fe70d1e88f5e64f9bb5e9ee7cf6822bb66d609e6,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x4dd632ec0b7472e07148420619106fe29b2bc565ba298f8526ad3a8d0a671086,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x9111eb3d41c3961a4b892279b24208804e8c9c7fe6698c15c15085f65ca55b03,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x19f2116b76391d355cf672a980855b3430596b5f3ac119639d2c25746fd74b91,0.010000,arc_testnet
,,0x799d79694d7d831d6c885563244c8292e7ec370b,0x62bb68e8f163e86274259c7cd86e674fc85e529ce678deee4dbd8e82b525cefd,4.533300,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xabd70fd061f14b737130e65d4270b57c59c4fdb4f7b8658dc3e934147de90d11,0.010000,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0x9b4af97a1a0eb9f1c14730aa1cdcaf7ae6be33821583e08b8f296b517722e9b7,1.000000,arc_testnet
,,0x290feb2191127d11c06107acc177012ebde72b53,0x6b5428669b7d6b75d0385ba3899c53f88228e5d87e30012d95a2792f12ad7d85,3.000000,arc_testnet
,,0xbb087fca02eb013b80fe2277472dd9bcd19cc1da,0x5767578bd3f9fc54af8d050c34a6f0ee9b438a01ca8b966cf3b4112855bc26b6,0.027791,arc_testnet
