blockchain,wallet_address,is_circle_wallet,# of Transactions,Circle Collected Fee$,Transaction Volume$
arc_testnet,0x89cb18c8b061e3012203b3a0b998413b0ec1e86d,False,18,0.22435200000000005,983.5359559999998
arc_testnet,0x18127c64251e2a841cc7c4998218e607f9cd1dac,False,18,0.010208,212.68997599999997
arc_testnet,0x4d6f114d2275c9c44d9e72b6fb5c5095e8278a02,False,18,2.014105,15492.174678
arc_testnet,0x08bc23ffb85331375327669c9b3440c5d59c476d,False,17,0.00022,28.30959
arc_testnet,0xaad2a0edd861b10ebe8bb1bc02d993cb0669ee52,False,17,0.031612,184.397256
arc_testnet,0x420e264581e09ed7cf0998d1083f3f834786a744,False,17,0.285544,2145.310882
arc_testnet,0xce690022bffa8d2c73d505bc35c30cefbc70fd8a,False,17,0.04283000000000001,158.003118
arbitrum,0x3cf908c87e6783f8c31f76ae5113488c8c33028a,False,17,0.0,32.181589
arc_testnet,0x5ade252a7f52b9d1d4c07030d9d4d39f023f521c,False,16,0.004078,47.833766000000004
arc_testnet,0xda42b5c1f1ba421bc41654d2f3f600cbf978d09b,False,16,0.027534,311.8244619999999
arc_testnet,0x439de94fa2317915db8e4a37dc796a62c3a10755,False,15,0.040792,683.250992
arc_testnet,0x8d67e14c83d8fc89443ad84f6d7c04e5724a083e,False,15,0.000252,18.331666
arc_testnet,0x528dd366f80d9ecb9948503537404740da6375b2,False,15,114.21759999999998,247382.85007199997
arc_testnet,0x31031e3a5a91beb98f6e33e6a71cfd896ee10273,False,15,0.00015000000000000001,7.528494000000002
arc_testnet,0xb1eeb09c753423e08ce41b5e57430fad95008263,False,15,0.015303999999999998,270.2559540000001
arc_testnet,0x5c046706a1562770fffeb5f495a7cbcea526ac74,False,14,0.05099,458.157788
arc_testnet,0x1ebf02ceafb7ee3e6bc35a9feb461d8895ae401f,False,14,0.152959,762.9908760000001
arc_testnet,0x4626536c5f2463c15d7a6d4bf32ff3009509ae82,False,13,0.30594000000000005,623.1294379999996
arc_testnet,0x8242a8d622982d8da472e00c23ef92b089bd7cb2,False,13,0.005267999999999999,26.827868000000002
arc_testnet,0x134d230fab42d29ce0c00b4c0d8cb9067054cf19,False,13,0.010198,207.106876
arc_testnet,0x75a0c2d1df51c07982de3ff031e5232518676b19,False,13,0.0009600000000000001,80.900116
arc_testnet,0x68f7217547f9875e9bcb77545e0ce2b157c9793b,False,13,2.6e-05,1.29974
arc_testnet,0x7b8f0b8e09ca522ad3418fb89b9176f1bc74644c,False,13,0.003058,33.085716
arc_testnet,0xa39bcf0d026924c12cb95a1ed6117a1455363913,False,13,0.152969,629.101802
arc_testnet,0x9a9b1247216eab2a58ab086dbaf4a026848455b8,False,13,0.056089,142.439646
arc_testnet,0x177c42c0898ead8551792147713f5a8ddd04a92c,False,13,22.62198,183139.771506
arc_testnet,0x6b273fd3e559de62bee4b38b00975891defe969f,False,12,0.10809800000000001,578.2830419999999
arc_testnet,0xa34428eb311cd19bffa2f10401edf7df8d4f53dd,False,12,0.0008600000000000001,80.67698000000001
arc_testnet,0xa2bbba5d407767b133c4de49857cf025a49d285e,False,12,0.04792899999999999,97.78267400000001
arc_testnet,0x336a8612ef10642dacd11095b7b917e44c7fc84b,False,12,0.362028,1643.823702
arc_testnet,0x40f68e41a1fffff2b010c5517e8572d2ba2b39d0,False,12,0.0046890000000000005,29.288234
arc_testnet,0x39b11360896d1447e68b8558b6fe06638a785186,False,12,23.86535,68094.11187700002
arc_testnet,0xef9cd31e430b014f4a6d29fc2220e2234d46378d,False,12,0.000265,30.157625000000003
arc_testnet,0x2463f115d9d64f2c8923dc836aa6c7d34d7d84a8,False,12,0.004076,26.003169999999997
arc_testnet,0x9648dffb3321cd43cdb68d92140547af69ccad35,False,12,0.00036,22.407138000000003
arc_testnet,0x5863827e8c1e6fdf4af2701ddb68c6df1e436d5d,False,12,0.0,0.11997600000000003
arc_testnet,0x1972b4597a8d1afdd082b3afed44afccfb2bf110,False,12,0.20396,3536.4434059999994
arc_testnet,0x2bc03888a8e85400037c9d30ba175474ba923e43,False,12,0.030594,319.53784800000005
arc_testnet,0x48e52e62ce548c4eed99e20f3afedc79b680eac4,False,11,2.2000000000000003e-05,1.0997799999999998
arc_testnet,0x63818abe9c9e925308ef43326c55d0dbaeca9371,False,11,0.0,0.10997800000000002
arc_testnet,0x3026a15027d1a2b6ea26b6fdfa87a36ad9254787,False,11,0.051092,993.353476
arc_testnet,0x8586953b779dd7c280f3c0b08ffc5de32a08b642,False,11,0.81584,3533.919234
arc_testnet,0x9f7849ce41261c98f88489ef9df7774a80aba6e7,False,11,0.017334000000000002,160.745344
arc_testnet,0xad5a32ab276dae35cd5bb36664919ed44f3e1f91,False,11,5.1e-05,0.15907600000000002
arc_testnet,0x81dc454c9817ea88938ed4b82881b6f2b29b2a39,False,11,0.006104,21.51475
arc_testnet,0xa68e09c3d480424ee4dba6166cd86d3d26a3b460,False,11,0.056089,279.993088
arc_testnet,0x5fed79a44b663d4a019e83e4df0b047870ec20da,False,11,0.030594,198.07315000000006
arc_testnet,0xa4ae20152442b5711c50e2252fe9d5ab6e7262d5,False,11,5.6000000000000006e-05,4.004158
arc_testnet,0xf619d8760a5548b27ce8c598ea6ff83cdf524bf5,False,11,0.007941,68.755078
arc_testnet,0x258cf8ab8ba8a4b5a3355e032ac3610734fe632c,False,11,0.026514000000000003,85.443686
arc_testnet,0x4b423bd0d5d7ff426b1b30b3ca1bed3de9cdb143,False,10,0.068322,132.633468
arc_testnet,0x77a1a9f875c20008d3d8e54ce4d6e498c1a8d13e,False,10,0.042831,196.79433600000002
arc_testnet,0x874a05053d773cb6a90aed813926e6fe6f1c8ddd,False,10,0.060163999999999995,116.79663599999999
arc_testnet,0xad1c349e0b2c898a8a0781bb8f7743e2291d5e62,False,10,0.081584,292.526008
arc_testnet,0x1e6b64e409de69217e97150256dcecfb0a38b569,False,10,1.2601200000000001,62993.398799999995
arc_testnet,0xe49d43744b8a38484e6657b94d1881e26b1b949a,False,10,0.07852400000000001,501.25641200000007
arc_testnet,0xae1be231c6d27f4f0e0e4efd0612544b15d0c9f0,False,10,0.163168,412.60162999999983
arc_testnet,0xb933980d6c457a08e208b8a1307f36fe63756e8a,False,10,0.014275,35.117476
arc_testnet,0x5332bcb596ad12f5b53f885feb3f2b98c3ce401c,False,10,0.050985,98.9802
arc_testnet,0xcdb47ddcb00f2b3ab4cc02baa58cbbb252da5668,False,10,0.065264,126.69465599999998
arc_testnet,0xfa1543efa4a47ca91d589611e358ef8071dfeac5,False,10,0.052006000000000004,100.95980399999999
arc_testnet,0xe8e5aaa3d8c705a07de02aadf98ce31f20a5754b,False,10,0.0048720000000000005,9.655522
arc_testnet,0x88aa5055ac4579fc15248eb189ff133f341afac1,False,10,0.0021739999999999997,13.238859000000001
arc_testnet,0x7ed668284188693f6a61d48d1f5d1a390e0d6876,False,10,0.055066000000000004,106.898616
arc_testnet,0x0027b9ba459fdf5847aaf2d1757bd40d9820fd8b,False,10,0.0,142.270702
arc_testnet,0xddeb15d455635e1c26c26a80b0c6e6bb75449c43,False,10,0.077501,150.44990399999998
